0,405,339,1
1,406,339,1
2,406,339,1
3,406,339,1
4,406,339,1
5,408,339,1
6,408,339,1
7,408,339,1
8,408,339,1
9,409,339,1
10,409,340,1
11,409,341,1
12,409,341,1
13,402,335,1
14,402,335,1
15,402,335,1
16,402,336,1
17,402,336,1
18,402,335,1
19,402,335,1
20,402,335,1
21,402,335,1
22,402,335,1
23,402,335,1
24,402,335,1
25,402,335,1
26,402,335,1
27,402,335,1
28,402,335,1
29,402,335,1
30,402,335,1
31,402,335,1
32,402,335,1
33,402,335,1
34,402,335,1
35,402,335,1
36,402,335,1
37,402,335,1
38,402,335,1
39,402,335,1
40,402,335,1
41,402,335,1
42,402,335,1
43,402,335,1
44,402,335,1
45,402,335,1
46,402,335,1
47,402,335,1
48,402,335,1
49,402,335,1
50,402,335,1
51,402,335,1
52,402,335,1
53,402,335,1
54,402,335,1
55,402,335,1
56,402,335,1
57,402,335,1
58,401,335,1
59,402,335,1
60,402,335,1
61,402,335,1
62,402,335,1
63,402,335,1
64,402,335,1
65,402,332,1
66,400,328,1
67,396,333,1
68,396,333,1
69,396,333,1
70,396,336,1
71,396,337,1
72,396,337,1
73,401,353,1
74,402,361,1
75,402,361,1
76,402,362,1
77,398,354,1
78,398,347,1
79,399,342,1
80,400,341,1
81,400,341,1
82,400,341,1
83,401,343,1
84,401,343,1
85,401,345,1
86,401,345,1
87,401,345,1
88,401,346,1
89,401,346,1
90,400,345,1
91,389,346,1
92,389,346,1
93,388,346,1
94,388,345,1
95,391,345,1
96,391,345,1
97,392,344,1
98,394,344,1
99,394,344,1
100,395,344,1
101,395,344,1
102,395,344,1
103,395,349,1
104,396,351,1
105,396,351,1
106,396,351,1
107,396,351,1
108,396,351,1
109,395,350,1
110,395,350,1
111,392,349,1
112,394,349,1
113,394,349,1
114,394,349,1
115,394,349,1
116,395,349,1
117,392,345,1
118,392,345,1
119,392,345,1
120,392,345,1
121,392,345,1
122,392,346,1
123,392,347,1
124,392,347,1
125,393,348,1
126,395,351,1
127,395,348,1
128,395,348,1
129,395,348,1
130,394,347,1
131,394,347,1
132,394,347,1
133,394,347,1
134,394,347,1
135,394,347,1
136,394,347,1
137,394,347,1
138,394,347,1
139,394,347,1
140,394,347,1
141,394,347,1
142,394,347,1
143,394,347,1
144,394,347,1
145,394,347,1
146,394,347,1
147,394,347,1
148,394,347,1
149,394,347,1
150,394,347,1
151,394,347,1
152,394,347,1
153,394,347,1
154,394,347,1
155,394,347,1
156,394,347,1
157,394,347,1
158,394,347,1
159,394,347,1
160,394,347,1
161,394,347,1
162,394,347,1
163,394,347,1
164,394,347,1
165,394,347,1
166,394,347,1
167,394,347,1
168,394,347,1
169,394,347,1
170,394,347,1
171,394,347,1
172,394,347,1
173,394,347,1
174,394,347,1
175,394,347,1
176,394,347,1
177,394,347,1
178,394,347,1
179,394,347,1
180,394,347,1
181,394,347,1
182,394,347,1
183,394,347,1
184,394,347,1
185,394,347,1
186,394,347,1
187,394,347,1
188,394,347,1
189,394,347,1
190,394,347,1
191,394,347,1
192,394,347,1
193,394,347,1
194,394,347,1
195,394,347,1
196,394,347,1
197,394,347,1
198,394,347,1
199,394,347,1
200,394,347,1
201,394,347,1
202,394,347,1
203,394,347,1
204,394,347,1
205,394,347,1
206,394,347,1
207,394,347,1
208,394,347,1
209,394,347,1
210,394,347,1
211,394,347,1
212,394,347,1
213,394,347,1
214,394,347,1
215,394,347,1
216,394,347,1
217,394,347,1
218,394,347,1
219,394,347,1
220,394,347,1
221,394,347,1
222,394,347,1
223,394,347,1
224,394,347,1
225,394,347,1
226,394,347,1
227,394,347,1
228,394,347,1
229,394,347,1
230,394,347,1
231,394,347,1
232,394,347,1
233,394,347,1
234,394,347,1
235,399,344,1
236,399,342,1
237,399,342,1
238,399,342,1
239,399,342,1
240,399,342,1
241,399,342,1
242,399,342,1
243,399,342,1
244,399,342,1
245,399,342,1
246,399,342,1
247,399,342,1
248,399,342,1
249,399,342,1
250,401,343,1
251,399,342,1
252,399,342,1
253,399,342,1
254,399,342,1
255,399,342,1
256,399,342,1
257,399,342,1
258,399,342,1
259,399,342,1
260,399,342,1
261,399,342,1
262,399,342,1
263,399,342,1
264,399,342,1
265,399,342,1
266,399,342,1
267,399,342,1
268,399,342,1
269,399,342,1
270,399,342,1
271,399,342,1
272,399,342,1
273,399,342,1
274,399,342,1
275,399,342,1
276,399,342,1
277,399,342,1
278,399,342,1
279,399,342,1
280,399,342,1
281,399,342,1
282,399,342,1
283,399,342,1
284,399,342,1
285,399,342,1
286,399,342,1
287,399,342,1
288,399,342,1
289,399,342,1
290,399,342,1
291,399,342,1
292,399,342,1
293,399,342,1
294,399,342,1
295,399,342,1
296,399,342,1
297,399,342,1
298,399,342,1
299,399,342,1
300,399,342,1
301,399,342,1
302,399,342,1
303,399,342,1
304,399,342,1
305,399,342,1
306,399,342,1
307,399,342,1
308,399,342,1
309,399,342,1
310,399,342,1
311,399,342,1
312,399,342,1
313,399,342,1
314,399,342,1
315,399,342,1
316,399,342,1
317,399,342,1
318,399,342,1
319,399,342,1
320,399,342,1
321,399,342,1
322,399,342,1
323,399,342,1
324,399,342,1
325,399,342,1
326,399,342,1
327,399,342,1
328,399,342,1
329,399,342,1
330,399,342,1
331,399,342,1
332,399,342,1
333,399,342,1
334,399,342,1
335,399,342,1
336,399,342,1
337,399,342,1
338,399,342,1
339,399,342,1
340,399,342,1
341,399,342,1
342,399,342,1
343,399,342,1
344,399,342,1
345,399,342,1
346,399,342,1
347,399,342,1
348,399,342,1
349,399,342,1
350,399,342,1
351,399,342,1
352,399,342,1
353,399,342,1
354,399,342,1
355,399,342,1
356,399,342,1
357,399,342,1
358,399,342,1
359,399,342,1
360,399,342,1
361,399,342,1
362,399,342,1
363,399,342,1
364,399,342,1
365,399,342,1
366,399,342,1
367,399,342,1
368,399,342,1
369,399,342,1
370,399,342,1
371,399,342,1
372,399,342,1
373,399,342,1
374,399,342,1
375,399,342,1
376,399,342,1
377,399,342,1
378,399,342,1
379,399,342,1
380,399,342,1
381,399,342,1
382,399,342,1
383,399,342,1
384,399,342,1
385,399,342,1
386,399,342,1
387,399,342,1
388,399,342,1
389,399,342,1
390,399,342,1
391,399,342,1
392,399,342,1
393,399,342,1
394,399,342,1
395,399,342,1
396,399,342,1
397,399,342,1
398,399,342,1
399,399,342,1
400,399,342,1
401,399,342,1
402,399,342,1
403,399,342,1
404,399,342,1
405,399,342,1
406,399,342,1
407,399,342,1
408,399,342,1
409,399,342,1
410,399,342,1
411,399,342,1
412,399,342,1
413,399,342,1
414,399,342,1
415,399,342,1
416,399,342,1
417,399,342,1
418,399,342,1
419,399,342,1
420,399,342,1
421,399,342,1
422,399,342,1
423,399,342,1
424,399,342,1
425,399,342,1
426,399,342,1
427,399,342,1
428,399,342,1
429,399,342,1
430,399,342,1
431,399,342,1
432,399,342,1
433,399,342,1
434,399,342,1
435,399,342,1
436,399,342,1
437,399,342,1
438,399,342,1
439,399,342,1
440,399,342,1
441,399,342,1
442,399,342,1
443,399,342,1
444,399,342,1
445,399,342,1
446,399,342,1
447,399,342,1
448,399,342,1
449,399,342,1
450,399,342,1
451,399,342,1
452,399,342,1
453,399,342,1
454,399,342,1
455,399,342,1
456,399,342,1
457,399,342,1
458,399,342,1
459,399,342,1
460,399,342,1
461,399,342,1
462,399,342,1
463,399,342,1
464,399,342,1
465,399,342,1
466,399,342,1
467,399,342,1
468,399,342,1
469,399,342,1
470,399,342,1
471,399,342,1
472,399,342,1
473,399,342,1
474,399,342,1
475,399,342,1
476,399,342,1
477,399,342,1
478,399,342,1
479,399,342,1
480,399,342,1
481,399,342,1
482,399,342,1
483,399,342,1
484,399,342,1
485,399,342,1
486,399,342,1
487,399,342,1
488,399,342,1
489,399,342,1
490,399,342,1
491,399,342,1
492,399,342,1
493,399,342,1
494,399,342,1
495,399,342,1
496,399,342,1
497,399,342,1
498,399,342,1
499,399,342,1
500,399,342,1
501,399,342,1
502,399,342,1
503,399,342,1
504,399,342,1
505,399,342,1
506,399,342,1
507,399,342,1
508,399,342,1
509,399,342,1
510,399,342,1
511,399,342,1
512,399,342,1
513,399,342,1
514,399,342,1
515,399,342,1
516,399,342,1
517,399,342,1
518,399,342,1
519,399,342,1
520,399,342,1
521,399,342,1
522,399,342,1
523,399,342,1
524,399,342,1
525,399,342,1
526,399,342,1
527,399,342,1
528,399,342,1
529,399,342,1
530,399,342,1
531,399,342,1
532,399,342,1
533,399,342,1
534,399,342,1
535,399,342,1
536,399,342,1
537,399,342,1
538,399,342,1
539,399,342,1
540,399,342,1
541,399,342,1
542,399,342,1
543,399,342,1
544,399,342,1
545,399,342,1
546,399,342,1
547,399,342,1
548,399,342,1
549,399,342,1
550,399,342,1
551,399,342,1
552,399,342,1
553,399,342,1
554,399,342,1
555,399,342,1
556,399,342,1
557,399,342,1
558,399,342,1
559,399,342,1
560,399,342,1
561,399,342,1
562,399,342,1
563,399,342,1
564,399,342,1
565,399,342,1
566,399,342,1
567,399,342,1
568,399,342,1
569,399,342,1
570,399,342,1
571,399,342,1
572,399,342,1
573,399,342,1
