event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,argos:altitude,argos:best-level,argos:calcul-freq,argos:error-radius,argos:gdop,argos:iq,argos:lat1,argos:lat2,argos:lc,argos:lon1,argos:lon2,argos:nb-mes,argos:nb-mes-120,argos:nopc,argos:orientation,argos:pass-duration,argos:sat-id,argos:semi-major,argos:semi-minor,argos:sensor-1,argos:sensor-2,argos:sensor-3,argos:sensor-4,argos:valid-location-algorithm,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
16819869763,true,2017-06-09 22:00:00.000,14.22415,38.45722,,,-136.0,4.016773012E8,3877.0,5997,"8",38.45722,38.45722,"B",14.22415,14.22415,1,0,3,100.0,0.0,"NP",4911.0,3059.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869764,true,2017-06-09 22:00:00.000,14.19605,38.439,,,-127.0,4.01677297E8,154.0,267,"58",38.439,38.439,"3",14.19605,14.19605,4,0,3,89.0,432.0,"NP",239.0,99.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869765,true,2017-06-09 22:00:00.000,14.1922,38.42725,,,-125.0,4.016772968E8,673.0,1871,"58",38.42725,38.42725,"1",14.1922,14.1922,5,0,3,78.0,604.0,"SR",6266.0,72.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869766,true,2017-06-09 22:00:00.000,14.17054,38.41883,,,-125.0,4.016772996E8,1373.0,3873,"8",38.41883,38.41883,"B",14.17054,14.17054,1,0,2,79.0,0.0,"NK",3159.0,596.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869767,true,2017-06-09 22:00:00.000,14.17819,38.41876,,,-133.0,4.016772945E8,1721.0,4859,"8",38.41876,38.41876,"B",14.17819,14.17819,1,0,3,77.0,0.0,"SR",3853.0,768.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869768,true,2017-06-09 22:00:00.000,14.16155,38.40927,,,-128.0,4.016772986E8,1798.0,5077,"6",38.40927,38.40927,"B",14.16155,14.16155,1,0,3,81.0,0.0,"NN",3986.0,810.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869769,true,2017-06-09 22:00:00.000,14.16492,38.39131,,,-127.0,4.016772967E8,275.0,481,"56",38.39131,38.39131,"2",14.16492,14.16492,7,0,3,60.0,303.0,"NK",666.0,113.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869770,true,2017-06-09 22:00:00.000,14.14723,38.38106,,,-125.0,4.016772987E8,1479.0,3208,"8",38.38106,38.38106,"B",14.14723,14.14723,1,0,3,94.0,0.0,"MA",1897.0,1152.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869771,true,2017-06-09 22:00:00.000,14.15517,38.38509,,,-130.0,4.016773009E8,1627.0,3948,"6",38.38509,38.38509,"B",14.15517,14.15517,1,0,3,74.0,0.0,"NN",2527.0,1047.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869772,true,2017-06-09 22:00:00.000,14.14225,38.37808,,,-129.0,4.016773008E8,1776.0,4722,"8",38.37808,38.37808,"B",14.14225,14.14225,1,0,3,75.0,0.0,"MB",2547.0,1237.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869773,true,2017-06-09 22:00:00.000,14.12236,38.35731,,,-120.0,4.016773004E8,171.0,262,"58",38.35731,38.35731,"3",14.12236,14.12236,4,0,2,108.0,495.0,"MA",250.0,117.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869774,true,2017-06-09 22:00:00.000,13.97627,38.25051,,,-140.0,4.016773022E8,2641.0,7454,"8",38.25051,38.25051,"B",13.97627,13.97627,1,0,3,96.0,0.0,"NN",3504.0,1989.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869775,true,2017-06-09 22:00:00.000,13.96884,38.25763,,,-129.0,4.016773004E8,1602.0,4522,"6",38.25763,38.25763,"A",13.96884,13.96884,3,0,3,72.0,365.0,"NK",80924.0,31.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869776,true,2017-06-09 22:00:00.000,13.98972,38.26256,,,-128.0,4.016773043E8,2383.0,6736,"6",38.26256,38.26256,"B",13.98972,13.98972,2,0,2,82.0,318.0,"SR",144483.0,39.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869777,true,2017-06-09 22:00:00.000,13.94297,38.24361,,,-127.0,4.016773116E8,758.0,2123,"8",38.24361,38.24361,"B",13.94297,13.94297,2,0,3,146.0,91.0,"NN",4321.0,132.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869778,true,2017-06-09 22:00:00.000,13.92488,38.26027,,,-128.0,4.016772977E8,412.0,1129,"6",38.26027,38.26027,"A",13.92488,13.92488,3,0,3,22.0,318.0,"NK",1345.0,126.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869779,true,2017-06-09 22:00:00.000,13.92162,38.25635,,,-129.0,4.016772995E8,559.0,1555,"6",38.25635,38.25635,"B",13.92162,13.92162,1,0,3,25.0,0.0,"SR",840.0,372.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869780,true,2017-06-09 22:00:00.000,13.89351,38.24236,,,-123.0,4.01677302E8,1036.0,2915,"8",38.24236,38.24236,"B",13.89351,13.89351,2,0,3,50.0,48.0,"MA",1851.0,579.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869781,true,2017-06-10 22:00:00.000,13.77449,38.22028,,,-130.0,4.016772798E8,2501.0,7066,"8",38.22028,38.22028,"B",13.77449,13.77449,1,0,3,89.0,0.0,"NP",4430.0,1411.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869782,true,2017-06-10 22:00:00.000,13.75031,38.26858,,,-131.0,4.016772973E8,359.0,954,"8",38.26858,38.26858,"A",13.75031,13.75031,3,0,3,72.0,692.0,"NP",1127.0,114.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869783,true,2017-06-10 22:00:00.000,13.72184,38.27139,,,-126.0,4.016773048E8,1160.0,3262,"8",38.27139,38.27139,"B",13.72184,13.72184,1,0,3,86.0,0.0,"SR",2210.0,608.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869784,true,2017-06-10 22:00:00.000,13.70584,38.27728,,,-135.0,4.016772916E8,1505.0,4247,"8",38.27728,38.27728,"B",13.70584,13.70584,1,0,3,93.0,0.0,"NP",3209.0,705.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869785,true,2017-06-10 22:00:00.000,13.71918,38.29126,,,-127.0,4.016772981E8,573.0,1596,"6",38.29126,38.29126,"A",13.71918,13.71918,3,0,3,89.0,294.0,"NK",8098.0,40.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869786,true,2017-06-10 22:00:00.000,13.68946,38.28333,,,-127.0,4.01677301E8,1905.0,5382,"8",38.28333,38.28333,"B",13.68946,13.68946,1,0,3,94.0,0.0,"SR",5115.0,709.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869787,true,2017-06-10 22:00:00.000,13.69425,38.28825,,,-124.0,4.016773093E8,2175.0,6145,"8",38.28825,38.28825,"B",13.69425,13.69425,2,0,3,86.0,162.0,"MA",44801.0,105.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869788,true,2017-06-10 22:00:00.000,13.64365,38.28035,,,-130.0,4.016773011E8,1024.0,2882,"6",38.28035,38.28035,"A",13.64365,13.64365,3,0,3,95.0,174.0,"NN",7945.0,132.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869789,true,2017-06-10 22:00:00.000,13.61646,38.28233,,,-128.0,4.016773006E8,613.0,1707,"6",38.28233,38.28233,"B",13.61646,13.61646,2,0,3,154.0,489.0,"MB",2442.0,153.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869790,true,2017-06-10 22:00:00.000,13.61066,38.27039,,,-123.0,4.016772999E8,142.0,259,"58",38.27039,38.27039,"3",13.61066,13.61066,4,0,3,89.0,560.0,"MA",303.0,66.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869791,true,2017-06-10 22:00:00.000,13.57362,38.26674,,,-132.0,4.016773012E8,1312.0,3696,"8",38.26674,38.26674,"B",13.57362,13.57362,1,0,3,97.0,0.0,"MA",1685.0,1020.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869792,true,2017-06-10 22:00:00.000,13.57243,38.22164,,,-130.0,4.016772919E8,598.0,1661,"8",38.22164,38.22164,"A",13.57243,13.57243,3,0,3,43.0,340.0,"NP",5801.0,61.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869793,true,2017-06-10 22:00:00.000,13.58493,38.21467,,,-126.0,4.016772978E8,229.0,195,"58",38.21467,38.21467,"3",13.58493,13.58493,7,0,3,93.0,607.0,"NP",496.0,105.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869794,true,2017-06-10 22:00:00.000,13.57894,38.16505,,,-121.0,4.016772954E8,236.0,281,"8",38.16505,38.16505,"A",13.57894,13.57894,3,0,3,99.0,315.0,"SR",649.0,86.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869795,true,2017-06-10 22:00:00.000,13.57894,38.16505,,,-121.0,4.016772954E8,236.0,281,"8",38.16505,38.16505,"A",13.57894,13.57894,3,0,3,99.0,315.0,"SR",649.0,86.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869796,true,2017-06-10 22:00:00.000,13.58028,38.16251,,,-127.0,4.016772957E8,514.0,569,"6",38.16251,38.16251,"A",13.58028,13.58028,3,0,3,86.0,263.0,"NK",1621.0,162.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869797,true,2017-06-10 22:00:00.000,13.58028,38.16251,,,-127.0,4.016772957E8,514.0,569,"6",38.16251,38.16251,"A",13.58028,13.58028,3,0,3,86.0,263.0,"NK",1621.0,162.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869798,true,2017-06-10 22:00:00.000,13.57856,38.1642,,,-135.0,4.016772958E8,329.0,885,"6",38.1642,38.1642,"B",13.57856,13.57856,1,0,3,93.0,0.0,"NN",447.0,241.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869799,true,2017-06-10 22:00:00.000,13.57856,38.1642,,,-135.0,4.016772958E8,329.0,885,"6",38.1642,38.1642,"B",13.57856,13.57856,1,0,3,93.0,0.0,"NN",447.0,241.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869800,true,2017-06-10 22:00:00.000,13.55078,38.15387,,,-124.0,4.016772961E8,311.0,829,"8",38.15387,38.15387,"A",13.55078,13.55078,3,0,3,125.0,374.0,"MA",1389.0,69.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869801,true,2017-06-10 22:00:00.000,13.55078,38.15387,,,-124.0,4.016772961E8,311.0,829,"8",38.15387,38.15387,"A",13.55078,13.55078,3,0,3,125.0,374.0,"MA",1389.0,69.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869802,true,2017-06-10 22:00:00.000,13.54762,38.14791,,,-135.0,4.016772986E8,614.0,1711,"8",38.14791,38.14791,"A",13.54762,13.54762,3,0,3,172.0,124.0,"SR",992.0,379.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869803,true,2017-06-10 22:00:00.000,13.54762,38.14791,,,-135.0,4.016772986E8,614.0,1711,"8",38.14791,38.14791,"A",13.54762,13.54762,3,0,3,172.0,124.0,"SR",992.0,379.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869804,true,2017-06-10 22:00:00.000,13.54349,38.14362,,,-133.0,4.016772956E8,875.0,2457,"6",38.14362,38.14362,"B",13.54349,13.54349,1,0,3,106.0,0.0,"MB",900.0,851.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869805,true,2017-06-10 22:00:00.000,13.53776,38.13261,,,-121.0,4.016772882E8,1213.0,3419,"8",38.13261,38.13261,"B",13.53776,13.53776,1,0,2,80.0,0.0,"MA",1652.0,891.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869806,true,2017-06-11 22:00:00.000,13.47439,38.05048,,,-125.0,4.016772956E8,2684.0,7585,"8",38.05048,38.05048,"B",13.47439,13.47439,1,0,3,87.0,0.0,"NP",4286.0,1680.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869807,true,2017-06-11 22:00:00.000,13.64824,38.05339,,,-127.0,4.01677297E8,2798.0,3792,"8",38.05339,38.05339,"A",13.64824,13.64824,3,0,2,75.0,191.0,"SR",72541.0,107.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869808,true,2017-06-11 22:00:00.000,13.66134,38.03957,,,-124.0,4.016772955E8,1601.0,3067,"8",38.03957,38.03957,"B",13.66134,13.66134,2,0,3,39.0,383.0,"NN",8810.0,290.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869809,true,2017-06-11 22:00:00.000,13.66351,38.046,,,-124.0,4.016772973E8,1557.0,3651,"0",38.046,38.046,"B",13.66351,13.66351,1,0,3,33.0,0.0,"NK",6692.0,362.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869810,true,2017-06-11 22:00:00.000,13.66134,38.03957,,,-124.0,4.016772955E8,1601.0,3067,"8",38.03957,38.03957,"B",13.66134,13.66134,2,0,3,39.0,383.0,"NN",8810.0,290.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869811,true,2017-06-11 22:00:00.000,13.66351,38.046,,,-124.0,4.016772973E8,1557.0,3651,"0",38.046,38.046,"B",13.66351,13.66351,1,0,3,33.0,0.0,"NK",6692.0,362.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869812,true,2017-06-11 22:00:00.000,13.69326,38.0625,,,-123.0,4.01677301E8,362.0,434,"58",38.0625,38.0625,"2",13.69326,13.69326,6,0,3,34.0,484.0,"MA",636.0,205.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869813,true,2017-06-11 22:00:00.000,13.69326,38.0625,,,-123.0,4.01677301E8,362.0,434,"58",38.0625,38.0625,"2",13.69326,13.69326,6,0,3,34.0,484.0,"MA",636.0,205.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869814,true,2017-06-11 22:00:00.000,13.69391,38.06193,,,-131.0,4.016772977E8,1011.0,1624,"8",38.06193,38.06193,"B",13.69391,13.69391,2,0,3,15.0,437.0,"NN",4787.0,213.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869815,true,2017-06-11 22:00:00.000,13.69391,38.06193,,,-131.0,4.016772977E8,1011.0,1624,"8",38.06193,38.06193,"B",13.69391,13.69391,2,0,3,15.0,437.0,"NN",4787.0,213.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869816,true,2017-06-11 22:00:00.000,13.72521,38.06944,,,-123.0,4.016773002E8,615.0,979,"58",38.06944,38.06944,"1",13.72521,13.72521,4,0,3,94.0,572.0,"MA",4310.0,87.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869817,true,2017-06-11 22:00:00.000,13.75595,38.06756,,,-136.0,4.016773036E8,1752.0,4073,"8",38.06756,38.06756,"B",13.75595,13.75595,1,0,3,89.0,0.0,"MA",2422.0,1266.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869818,true,2017-06-11 22:00:00.000,13.76208,38.06297,,,-130.0,4.016772931E8,2068.0,5842,"8",38.06297,38.06297,"B",13.76208,13.76208,1,0,3,79.0,0.0,"NP",3074.0,1391.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869819,true,2017-06-11 22:00:00.000,13.83104,38.04082,,,-132.0,4.016772836E8,2740.0,7742,"8",38.04082,38.04082,"B",13.83104,13.83104,1,0,3,87.0,0.0,"NN",5360.0,1400.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869820,true,2017-06-11 22:00:00.000,13.83104,38.04082,,,-132.0,4.016772836E8,2740.0,7742,"8",38.04082,38.04082,"B",13.83104,13.83104,1,0,3,87.0,0.0,"NN",5360.0,1400.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869821,true,2017-06-11 22:00:00.000,13.82444,38.01592,,,-126.0,4.016772979E8,314.0,814,"57",38.01592,38.01592,"2",13.82444,13.82444,5,0,3,105.0,425.0,"SR",2161.0,45.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869822,true,2017-06-11 22:00:00.000,13.82762,38.01511,,,-127.0,4.016772988E8,323.0,837,"6",38.01511,38.01511,"A",13.82762,13.82762,3,0,2,92.0,140.0,"NK",710.0,147.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869823,true,2017-06-11 22:00:00.000,13.81454,38.03771,,,-135.0,4.016772959E8,2195.0,3391,"8",38.03771,38.03771,"B",13.81454,13.81454,2,0,2,63.0,53.0,"NN",4187.0,1150.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869824,true,2017-06-11 22:00:00.000,13.81454,38.03771,,,-135.0,4.016772959E8,2195.0,3391,"8",38.03771,38.03771,"B",13.81454,13.81454,2,0,2,63.0,53.0,"NN",4187.0,1150.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869825,true,2017-06-11 22:00:00.000,13.81454,38.03771,,,-135.0,4.016772959E8,2195.0,3391,"8",38.03771,38.03771,"B",13.81454,13.81454,2,0,2,63.0,53.0,"NN",4187.0,1150.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869826,true,2017-06-11 22:00:00.000,13.78474,38.03926,,,-127.0,4.016772968E8,503.0,804,"56",38.03926,38.03926,"1",13.78474,13.78474,5,0,3,22.0,531.0,"MB",1692.0,149.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869827,true,2017-06-11 22:00:00.000,13.78474,38.03926,,,-127.0,4.016772968E8,503.0,804,"56",38.03926,38.03926,"1",13.78474,13.78474,5,0,3,22.0,531.0,"MB",1692.0,149.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869828,true,2017-06-11 22:00:00.000,13.78474,38.03926,,,-127.0,4.016772968E8,503.0,804,"56",38.03926,38.03926,"1",13.78474,13.78474,5,0,3,22.0,531.0,"MB",1692.0,149.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869829,true,2017-06-11 22:00:00.000,13.78821,38.04686,,,-118.0,4.016772959E8,169.0,174,"58",38.04686,38.04686,"3",13.78821,13.78821,11,1,3,85.0,626.0,"MA",587.0,48.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869830,true,2017-06-11 22:00:00.000,13.78821,38.04686,,,-118.0,4.016772959E8,169.0,174,"58",38.04686,38.04686,"3",13.78821,13.78821,11,1,3,85.0,626.0,"MA",587.0,48.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869831,true,2017-06-11 22:00:00.000,13.78821,38.04686,,,-118.0,4.016772959E8,169.0,174,"58",38.04686,38.04686,"3",13.78821,13.78821,11,1,3,85.0,626.0,"MA",587.0,48.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869832,true,2017-06-11 22:00:00.000,13.79416,38.04878,,,-132.0,4.016773004E8,1433.0,2871,"8",38.04878,38.04878,"B",13.79416,13.79416,1,0,3,85.0,0.0,"MB",1845.0,1112.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869833,true,2017-06-12 22:00:00.000,13.82494,38.06824,,,-133.0,4.01677285E8,2882.0,6110,"8",38.06824,38.06824,"B",13.82494,13.82494,1,0,3,95.0,0.0,"NP",4260.0,1950.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869834,true,2017-06-12 22:00:00.000,13.82494,38.06824,,,-133.0,4.01677285E8,2882.0,6110,"8",38.06824,38.06824,"B",13.82494,13.82494,1,0,3,95.0,0.0,"NP",4260.0,1950.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869835,true,2017-06-12 22:00:00.000,13.81705,38.15367,,,-122.0,4.016772974E8,402.0,735,"58",38.15367,38.15367,"2",13.81705,13.81705,15,0,3,102.0,661.0,"NP",5247.0,30.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869836,true,2017-06-12 22:00:00.000,13.81705,38.15367,,,-122.0,4.016772974E8,402.0,735,"58",38.15367,38.15367,"2",13.81705,13.81705,15,0,3,102.0,661.0,"NP",5247.0,30.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869837,true,2017-06-12 22:00:00.000,13.80785,38.17197,,,-127.0,4.016772962E8,769.0,1642,"58",38.17197,38.17197,"1",13.80785,13.80785,4,0,2,174.0,186.0,"NK",2331.0,253.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869838,true,2017-06-12 22:00:00.000,13.80903,38.188,,,-123.0,4.016772979E8,991.0,2790,"8",38.188,38.188,"B",13.80903,13.80903,2,0,3,102.0,145.0,"NK",28724.0,34.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869839,true,2017-06-12 22:00:00.000,13.80903,38.188,,,-123.0,4.016772979E8,991.0,2790,"8",38.188,38.188,"B",13.80903,13.80903,2,0,3,102.0,145.0,"NK",28724.0,34.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869840,true,2017-06-12 22:00:00.000,13.80999,38.18794,,,-135.0,4.016773007E8,1225.0,3452,"6",38.18794,38.18794,"B",13.80999,13.80999,1,0,2,101.0,0.0,"NN",3297.0,454.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869841,true,2017-06-12 22:00:00.000,13.80999,38.18794,,,-135.0,4.016773007E8,1225.0,3452,"6",38.18794,38.18794,"B",13.80999,13.80999,1,0,2,101.0,0.0,"NN",3297.0,454.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819869842,true,2017-06-12 22:00:00.000,13.80146,38.20072,,,-130.0,4.016773082E8,1365.0,3850,"8",38.20072,38.20072,"B",13.80146,13.80146,2,0,3,112.0,112.0,"NK",7165.0,260.0,,,,,,"argos-doppler-shift","Caretta caretta","162343","S250","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
