event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,argos:altitude,argos:best-level,argos:calcul-freq,argos:error-radius,argos:gdop,argos:iq,argos:lat1,argos:lat2,argos:lc,argos:lon1,argos:lon2,argos:nb-mes,argos:nb-mes-120,argos:nopc,argos:orientation,argos:pass-duration,argos:sat-id,argos:semi-major,argos:semi-minor,argos:sensor-1,argos:sensor-2,argos:sensor-3,argos:sensor-4,argos:valid-location-algorithm,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
16819867414,true,2017-01-31 22:00:00.000,9.469,38.45789,,,-121.0,4.016772713E8,355.0,369,"58",38.45789,38.45789,"2",9.469,9.469,7,0,3,98.0,362.0,"NK",2341.0,53.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867415,true,2017-01-31 22:00:00.000,9.45909,38.45549,,,-126.0,4.016772715E8,2338.0,2835,"8",38.45549,38.45549,"B",9.45909,9.45909,1,0,3,90.0,0.0,"NN",3040.0,1797.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867416,true,2017-01-31 22:00:00.000,9.45304,38.45375,,,-132.0,4.016772699E8,465.0,930,"56",38.45375,38.45375,"2",9.45304,9.45304,7,0,2,42.0,284.0,"SR",1401.0,154.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867417,true,2017-01-31 22:00:00.000,9.42751,38.44322,,,-126.0,4.016772708E8,477.0,1108,"58",38.44322,38.44322,"2",9.42751,9.42751,5,0,3,56.0,291.0,"MA",1722.0,132.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867418,true,2017-01-31 22:00:00.000,9.41787,38.43982,,,-132.0,4.016772723E8,934.0,2626,"8",38.43982,38.43982,"B",9.41787,9.41787,1,0,3,75.0,0.0,"NN",1285.0,679.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867419,true,2017-01-31 22:00:00.000,9.2689,38.38732,,,-126.0,4.016772713E8,3274.0,9257,"8",38.38732,38.38732,"B",9.2689,9.2689,1,0,3,99.0,0.0,"NN",4388.0,2442.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867420,true,2017-02-01 22:00:00.000,9.13562,38.36322,,,-127.0,4.016772718E8,163.0,358,"58",38.36322,38.36322,"3",9.13562,9.13562,7,0,3,70.0,466.0,"NP",326.0,81.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867421,true,2017-02-01 22:00:00.000,9.13402,38.36209,,,-130.0,4.016772716E8,350.0,928,"6",38.36209,38.36209,"B",9.13402,9.13402,2,0,3,86.0,44.0,"SR",473.0,259.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867422,true,2017-02-01 22:00:00.000,9.11795,38.36563,,,-128.0,4.016772703E8,651.0,1761,"58",38.36563,38.36563,"1",9.11795,9.11795,4,0,3,106.0,286.0,"NK",9551.0,44.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867423,true,2017-02-01 22:00:00.000,9.11889,38.36691,,,-125.0,4.016772695E8,246.0,537,"58",38.36691,38.36691,"3",9.11889,9.11889,6,0,3,59.0,336.0,"SR",940.0,64.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867424,true,2017-02-01 22:00:00.000,9.1162,38.36641,,,-127.0,4.016772721E8,521.0,1414,"6",38.36641,38.36641,"B",9.1162,9.1162,1,0,3,79.0,0.0,"NN",710.0,381.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867425,true,2017-02-01 22:00:00.000,9.10737,38.35611,,,-126.0,4.016772679E8,1958.0,5530,"8",38.35611,38.35611,"B",9.10737,9.10737,1,0,2,77.0,0.0,"NK",3618.0,1059.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867426,true,2017-02-01 22:00:00.000,9.09107,38.37298,,,-128.0,4.016772725E8,617.0,1719,"8",38.37298,38.37298,"A",9.09107,9.09107,3,0,3,9.0,516.0,"MB",2833.0,134.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867427,true,2017-02-01 22:00:00.000,9.0614,38.38826,,,-128.0,4.016772735E8,152.0,280,"58",38.38826,38.38826,"3",9.0614,9.0614,9,0,3,120.0,627.0,"NP",229.0,100.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867428,true,2017-02-01 22:00:00.000,8.99807,38.42752,,,-128.0,4.016772733E8,245.0,602,"58",38.42752,38.42752,"3",8.99807,8.99807,5,0,3,10.0,534.0,"MB",770.0,78.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867429,true,2017-02-01 22:00:00.000,8.99102,38.43131,,,-135.0,4.016772732E8,536.0,986,"56",38.43131,38.43131,"1",8.99102,8.99102,4,0,3,160.0,219.0,"NN",702.0,408.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867430,true,2017-02-02 22:00:00.000,8.89925,38.46114,,,-132.0,4.016772647E8,5847.0,8147,"8",38.46114,38.46114,"B",8.89925,8.89925,1,0,3,114.0,0.0,"NK",8690.0,3934.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867431,true,2017-02-02 22:00:00.000,8.89852,38.43626,,,-129.0,4.016772832E8,3318.0,5645,"8",38.43626,38.43626,"B",8.89852,8.89852,2,0,3,83.0,48.0,"SR",44041.0,250.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867432,true,2017-02-02 22:00:00.000,8.91549,38.43766,,,-124.0,4.016772745E8,2844.0,8039,"8",38.43766,38.43766,"B",8.91549,8.91549,2,0,3,90.0,90.0,"NK",56827.0,142.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867433,true,2017-02-02 22:00:00.000,8.95069,38.43402,,,-128.0,4.016772707E8,524.0,550,"58",38.43402,38.43402,"1",8.95069,8.95069,5,0,3,3.0,329.0,"NN",1022.0,268.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867434,true,2017-02-02 22:00:00.000,8.94894,38.43349,,,-122.0,4.016772724E8,1919.0,2516,"8",38.43349,38.43349,"B",8.94894,8.94894,1,0,3,88.0,0.0,"MA",2361.0,1559.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867435,true,2017-02-02 22:00:00.000,8.9328,38.43799,,,-130.0,4.016772794E8,3798.0,5660,"8",38.43799,38.43799,"B",8.9328,8.9328,1,0,3,70.0,0.0,"NP",5453.0,2645.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867436,true,2017-02-03 22:00:00.000,8.76261,38.39855,,,-126.0,4.016772722E8,197.0,431,"50",38.39855,38.39855,"3",8.76261,8.76261,6,0,3,165.0,391.0,"NP",356.0,108.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867437,true,2017-02-03 22:00:00.000,8.73864,38.39151,,,-122.0,4.016772715E8,2762.0,2610,"58",38.39151,38.39151,"0",8.73864,8.73864,4,0,3,92.0,211.0,"NK",39825.0,191.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867438,true,2017-02-03 22:00:00.000,8.70584,38.37801,,,-128.0,4.016772673E8,1061.0,2985,"8",38.37801,38.37801,"B",8.70584,8.70584,2,0,3,136.0,150.0,"NN",9303.0,120.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867439,true,2017-02-03 22:00:00.000,8.69007,38.39123,,,-130.0,4.016772731E8,871.0,735,"56",38.39123,38.39123,"1",8.69007,8.69007,4,0,3,68.0,284.0,"NK",1851.0,409.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867440,true,2017-02-03 22:00:00.000,8.67601,38.39446,,,-122.0,4.016772719E8,2094.0,3007,"8",38.39446,38.39446,"B",8.67601,8.67601,2,0,3,112.0,52.0,"MB",4255.0,1030.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867441,true,2017-02-03 22:00:00.000,8.53031,38.36961,,,-123.0,4.016772721E8,5402.0,8965,"0",38.36961,38.36961,"B",8.53031,8.53031,1,0,3,104.0,0.0,"MA",12756.0,2287.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867442,true,2017-02-04 22:00:00.000,8.52333,38.34865,,,-131.0,4.016772656E8,4508.0,12750,"8",38.34865,38.34865,"B",8.52333,8.52333,1,0,3,113.0,0.0,"NP",11345.0,1791.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867443,true,2017-02-04 22:00:00.000,8.50549,38.38741,,,-128.0,4.016772788E8,4405.0,12457,"8",38.38741,38.38741,"B",8.50549,8.50549,1,0,3,103.0,0.0,"SR",17508.0,1108.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867444,true,2017-02-04 22:00:00.000,8.43076,38.41972,,,-129.0,4.01677278E8,3741.0,10578,"8",38.41972,38.41972,"B",8.43076,8.43076,2,0,3,94.0,194.0,"NP",127356.0,109.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867445,true,2017-02-04 22:00:00.000,8.56029,38.40142,,,-123.0,4.016772728E8,2082.0,5882,"8",38.40142,38.40142,"B",8.56029,8.56029,2,0,3,61.0,120.0,"NN",39628.0,109.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867446,true,2017-02-04 22:00:00.000,8.54349,38.39132,,,-124.0,4.016772774E8,841.0,2360,"8",38.39132,38.39132,"B",8.54349,8.54349,2,0,3,25.0,72.0,"SR",4755.0,148.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867447,true,2017-02-04 22:00:00.000,8.5326,38.38334,,,-134.0,4.016772709E8,1372.0,3870,"8",38.38334,38.38334,"B",8.5326,8.5326,1,0,3,88.0,0.0,"MB",1866.0,1008.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867448,true,2017-02-05 22:00:00.000,8.44913,38.26165,,,-126.0,4.016772711E8,1066.0,465,"40",38.26165,38.26165,"1",8.44913,8.44913,6,0,3,140.0,332.0,"NK",2145.0,529.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867449,true,2017-02-06 22:00:00.000,8.41147,38.2864,,,-129.0,4.016772714E8,1894.0,3825,"58",38.2864,38.2864,"0",8.41147,8.41147,4,0,3,71.0,249.0,"SR",50465.0,71.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867450,true,2017-02-06 22:00:00.000,8.42963,38.25476,,,-123.0,4.016772756E8,3026.0,2509,"8",38.25476,38.25476,"A",8.42963,8.42963,3,0,3,114.0,113.0,"NK",28698.0,319.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867451,true,2017-02-06 22:00:00.000,8.43359,38.22714,,,-126.0,4.01677267E8,14101.0,5975,"8",38.22714,38.22714,"B",8.43359,8.43359,1,0,3,113.0,0.0,"MA",22617.0,8791.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867452,true,2017-02-06 22:00:00.000,8.39697,38.27148,,,-132.0,4.016772725E8,311.0,814,"8",38.27148,38.27148,"A",8.39697,8.39697,3,0,3,75.0,304.0,"NP",1801.0,53.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867453,true,2017-02-06 22:00:00.000,8.37937,38.25477,,,-132.0,4.016772663E8,2299.0,6495,"8",38.25477,38.25477,"B",8.37937,8.37937,1,0,3,61.0,0.0,"MB",3757.0,1406.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867454,true,2017-02-07 22:00:00.000,8.39122,38.30562,,,-128.0,4.016772747E8,4102.0,11600,"0",38.30562,38.30562,"B",8.39122,8.39122,1,0,3,83.0,0.0,"NP",10303.0,1633.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867455,true,2017-02-08 22:00:00.000,8.17934,38.23128,,,-129.0,4.016772746E8,235.0,405,"50",38.23128,38.23128,"3",8.17934,8.17934,4,0,3,39.0,514.0,"NP",368.0,150.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867456,true,2017-02-09 22:00:00.000,8.18498,38.22233,,,-127.0,4.016772698E8,3136.0,8835,"0",38.22233,38.22233,"A",8.18498,8.18498,3,0,3,106.0,130.0,"NN",58276.0,168.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867457,true,2017-02-09 22:00:00.000,8.25316,38.21323,,,-127.0,4.016772677E8,2336.0,5648,"8",38.21323,38.21323,"B",8.25316,8.25316,2,0,2,139.0,57.0,"MA",7940.0,687.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867458,true,2017-02-10 22:00:00.000,8.1865,38.31742,,,-131.0,4.016772708E8,617.0,879,"50",38.31742,38.31742,"1",8.1865,8.1865,4,0,3,127.0,332.0,"NP",2345.0,162.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867459,true,2017-02-10 22:00:00.000,8.18847,38.31864,,,-127.0,4.016772713E8,2079.0,4237,"8",38.31864,38.31864,"B",8.18847,8.18847,2,0,3,94.0,43.0,"NN",2654.0,1628.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867460,true,2017-02-10 22:00:00.000,8.18092,38.33322,,,-137.0,4.016772726E8,2009.0,4054,"6",38.33322,38.33322,"B",8.18092,8.18092,1,0,3,83.0,0.0,"NK",3022.0,1336.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867461,true,2017-02-10 22:00:00.000,8.18499,38.37567,,,-133.0,4.016772741E8,7006.0,9911,"0",38.37567,38.37567,"B",8.18499,8.18499,1,0,3,108.0,0.0,"NN",11847.0,4143.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867462,true,2017-02-10 22:00:00.000,8.15763,38.41781,,,-122.0,4.016772712E8,3653.0,6686,"8",38.41781,38.41781,"B",8.15763,8.15763,2,0,3,83.0,176.0,"MA",144747.0,92.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867463,true,2017-02-11 22:00:00.000,8.04714,38.48568,,,-129.0,4.016772811E8,3949.0,6984,"8",38.48568,38.48568,"B",8.04714,8.04714,2,0,2,106.0,102.0,"NP",59102.0,263.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867464,true,2017-02-11 22:00:00.000,8.10692,38.46785,,,-129.0,4.016772726E8,461.0,1256,"6",38.46785,38.46785,"B",8.10692,8.10692,2,0,3,71.0,188.0,"SR",3759.0,56.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867465,true,2017-02-11 22:00:00.000,8.09218,38.48722,,,-129.0,4.016772661E8,1335.0,3767,"8",38.48722,38.48722,"B",8.09218,8.09218,1,0,3,80.0,0.0,"SR",2251.0,792.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867466,true,2017-02-11 22:00:00.000,8.08625,38.49268,,,-129.0,4.0167727E8,1270.0,3581,"8",38.49268,38.49268,"B",8.08625,8.08625,1,0,3,101.0,0.0,"NK",2714.0,594.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867467,true,2017-02-11 22:00:00.000,8.098,38.48473,,,-133.0,4.016772701E8,1348.0,3803,"0",38.48473,38.48473,"B",8.098,8.098,1,0,3,97.0,0.0,"NN",4826.0,376.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867468,true,2017-02-11 22:00:00.000,8.04876,38.55216,,,-135.0,4.016772619E8,2624.0,7415,"8",38.55216,38.55216,"B",8.04876,8.04876,1,0,3,81.0,0.0,"NP",4548.0,1513.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867469,true,2017-02-11 22:00:00.000,8.0262,38.54852,,,-126.0,4.01677272E8,5285.0,5770,"8",38.54852,38.54852,"A",8.0262,8.0262,3,0,3,85.0,98.0,"NP",95787.0,291.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867470,true,2017-02-11 22:00:00.000,8.00937,38.54463,,,-133.0,4.016772825E8,683.0,1325,"58",38.54463,38.54463,"1",8.00937,8.00937,4,0,3,53.0,243.0,"NP",2940.0,158.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867471,true,2017-02-11 22:00:00.000,8.01225,38.58924,,,-122.0,4.016772727E8,3385.0,2642,"58",38.58924,38.58924,"0",8.01225,8.01225,5,0,3,80.0,259.0,"NN",87285.0,131.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867472,true,2017-02-11 22:00:00.000,8.01939,38.59002,,,-128.0,4.016772735E8,136.0,251,"56",38.59002,38.59002,"3",8.01939,8.01939,5,0,2,91.0,408.0,"NK",502.0,36.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867473,true,2017-02-12 22:00:00.000,7.93139,38.72213,,,-137.0,4.016772765E8,3304.0,9341,"8",38.72213,38.72213,"B",7.93139,7.93139,1,0,3,82.0,0.0,"NP",4384.0,2490.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867474,true,2017-02-12 22:00:00.000,7.94619,38.70108,,,-132.0,4.016772673E8,4165.0,11778,"8",38.70108,38.70108,"B",7.94619,7.94619,1,0,3,163.0,0.0,"SR",4717.0,3676.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867475,true,2017-02-12 22:00:00.000,7.93646,38.71464,,,-119.0,4.0167727E8,3306.0,9346,"8",38.71464,38.71464,"B",7.93646,7.93646,1,1,3,62.0,0.0,"MA",6730.0,1623.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867476,true,2017-02-12 22:00:00.000,7.9823,38.76275,,,-125.0,4.016772736E8,2254.0,5175,"8",38.76275,38.76275,"B",7.9823,7.9823,2,0,3,100.0,210.0,"MB",156320.0,32.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867477,true,2017-02-12 22:00:00.000,8.06243,38.85764,,,-132.0,4.016772636E8,588.0,1415,"8",38.85764,38.85764,"A",8.06243,8.06243,3,0,2,15.0,241.0,"NN",2076.0,166.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867478,true,2017-02-12 22:00:00.000,8.06627,38.8535,,,-125.0,4.016772727E8,1120.0,3151,"8",38.8535,38.8535,"B",8.06627,8.06627,2,0,3,100.0,181.0,"MA",15989.0,78.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867479,true,2017-02-13 22:00:00.000,8.08189,38.91471,,,-122.0,4.016772838E8,2521.0,7125,"8",38.91471,38.91471,"B",8.08189,8.08189,1,0,3,111.0,0.0,"NP",4648.0,1366.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867480,true,2017-02-13 22:00:00.000,8.07376,38.9168,,,-126.0,4.01677269E8,1651.0,4658,"8",38.9168,38.9168,"B",8.07376,8.07376,2,0,3,86.0,50.0,"SR",10663.0,255.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867481,true,2017-02-13 22:00:00.000,8.13931,38.97862,,,-132.0,4.016772695E8,2755.0,7788,"0",38.97862,38.97862,"B",8.13931,8.13931,2,0,2,82.0,124.0,"NK",42687.0,177.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867482,true,2017-02-13 22:00:00.000,8.12579,38.97508,,,-125.0,4.016772612E8,3437.0,9718,"8",38.97508,38.97508,"B",8.12579,8.12579,1,0,3,80.0,0.0,"MA",16637.0,710.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867483,true,2017-02-14 22:00:00.000,8.16717,39.03978,,,-128.0,4.016772759E8,4213.0,11914,"8",39.03978,39.03978,"B",8.16717,8.16717,1,0,3,88.0,0.0,"NK",12479.0,1422.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867484,true,2017-02-14 22:00:00.000,8.21413,39.05322,,,-126.0,4.016772864E8,3451.0,9759,"7",39.05322,39.05322,"B",8.21413,8.21413,1,0,3,105.0,0.0,"NK",5168.0,2304.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867485,true,2017-02-14 22:00:00.000,8.23818,39.01885,,,-120.0,4.01677273E8,2933.0,7307,"8",39.01885,39.01885,"A",8.23818,8.23818,3,0,3,95.0,248.0,"MA",71485.0,120.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867486,true,2017-02-15 22:00:00.000,8.26322,39.02292,,,-129.0,4.01677265E8,4060.0,10964,"0",39.02292,39.02292,"B",8.26322,8.26322,2,0,2,123.0,125.0,"NN",104774.0,157.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867487,true,2017-02-15 22:00:00.000,8.26092,38.99312,,,-127.0,4.016772663E8,4959.0,12516,"8",38.99312,38.99312,"B",8.26092,8.26092,2,0,3,113.0,63.0,"SR",80063.0,307.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867488,true,2017-02-15 22:00:00.000,8.45372,38.91738,,,-118.0,4.016772745E8,2813.0,4393,"58",38.91738,38.91738,"0",8.45372,8.45372,4,1,3,77.0,194.0,"MA",100894.0,78.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867489,true,2017-02-15 22:00:00.000,8.47003,38.91241,,,-130.0,4.016772824E8,2321.0,5118,"8",38.91241,38.91241,"B",8.47003,8.47003,1,0,2,76.0,0.0,"MB",6962.0,774.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867490,true,2017-02-16 22:00:00.000,8.48688,38.90633,,,-129.0,4.016772736E8,520.0,1439,"8",38.90633,38.90633,"A",8.48688,8.48688,3,0,3,130.0,247.0,"NK",2482.0,108.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867491,true,2017-02-16 22:00:00.000,8.51384,38.89888,,,-124.0,4.016772701E8,3587.0,10141,"8",38.89888,38.89888,"B",8.51384,8.51384,1,0,3,108.0,0.0,"MA",18523.0,694.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867492,true,2017-02-16 22:00:00.000,8.51384,38.89888,,,-124.0,4.016772701E8,3587.0,10141,"8",38.89888,38.89888,"B",8.51384,8.51384,1,0,3,108.0,0.0,"MA",18523.0,694.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
16819867493,true,2017-02-16 22:00:00.000,8.53399,38.89967,,,-133.0,4.016772764E8,2435.0,6882,"8",38.89967,38.89967,"B",8.53399,8.53399,1,0,3,81.0,0.0,"NP",3415.0,1736.0,,,,,,"argos-doppler-shift","Caretta caretta","162338","245","Satellite Tracking of Oceanic Loggerhead Turtles in the Mediterranean"
