REF,PTT,CNT,DE_DATE,TIME,SURF_DUR,DIVE_DUR,MAX_DEP,D1,D2,D3,D4,D5,T1,T2,T3,T4,T5,N_DEPTHS,N_SPEEDS,DEPTH_STR,PROPN_STR,GRP_NUMBER,DS_DATE,START_LAT,START_LON,LAT,LON
ft20-242-16,165767,3,7/13/17,3:57:12,48,600,12,9,12,8,7,7,4.7,12.6,19,23.8,36.5,5,0,"9.0,  12.0,   8.0,   7.0,   7.0","4.7,12.6,19.0,23.8,36.5",1,07/13/2017,36.37752282,11.42472838,36.37697511,11.42440245
ft20-242-16,165767,3,7/13/17,3:59:40,56,100,4,4,4,4,4,4,15.8,39.6,42.8,71.4,90.4,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","15.8,39.6,42.8,71.4,90.4",1,07/13/2017,36.37693129,11.42437637,36.37684001,11.42432205
ft20-242-16,165767,3,7/13/17,8:26:54,226,1680,95,50,42.5,95,80,62.5,7.9,14.2,65,85.7,92,5,0,"50.0,  42.5,  95.0,  80.0,  62.5","7.9,14.2,65.0,85.7,92.0",7,07/13/2017,36.36373702,11.41652462,36.36220344,11.41561201
ft20-242-16,165767,3,7/13/17,8:52:40,282,1320,75,47.5,72.5,60,75,52.5,6.3,22.2,47.6,58.7,85.7,5,0,"47.5,  72.5,  60.0,  75.0,  52.5","6.3,22.2,47.6,58.7,85.7",7,07/13/2017,36.36199713,11.41548924,36.36079218,11.41477218
ft20-242-16,165767,1,7/14/17,2:12:16,306,180,4,4,4,4,4,4,3.1,23.8,41.2,50.7,93.6,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","3.1,23.8,41.2,50.7,93.6",31,07/14/2017,36.30401682,11.38098587,36.30385251,11.38088808
ft20-242-16,165767,1,7/14/17,4:24:18,210,840,90,90,37.5,19,17,30,28.5,41.2,47.6,69.8,87.3,5,0,"90.0,  37.5,  19.0,  17.0,  30.0","28.5,41.2,47.6,69.8,87.3",4,07/14/2017,36.29738774,11.37704098,36.29662095,11.37658467
ft20-242-16,165767,1,7/14/17,4:47:48,210,1200,77.5,45,77.5,37.5,60,19,9.5,28.5,36.5,60.3,69.8,5,0,"45.0,  77.5,  37.5,  60.0,  19.0","9.5,28.5,36.5,60.3,69.8",4,07/14/2017,36.29642925,11.37647059,36.29533383,11.37581872
ft20-242-16,165767,1,7/14/17,5:09:32,282,1080,65,57.5,16,65,19,28,14.2,28.5,53.9,65,82.5,5,0,"57.5,  16.0,  65.0,  19.0,  28.0","14.2,28.5,53.9,65.0,82.5",5,07/14/2017,36.29512936,11.37569704,36.29414348,11.37511036
ft20-242-16,165767,3,7/15/17,22:37:24,306,600,6,6,5,5,4,5,6.3,9.5,26.9,42.8,52.3,5,0,"6.0,   5.0,   5.0,   4.0,   5.0","6.3, 9.5,26.9,42.8,52.3",26,07/15/2017,36.15842888,11.29434826,36.15788117,11.29402233
ft20-242-16,165767,2,7/15/17,23:29:12,306,540,5,4,5,4,5,4,1.5,7.9,11.1,20.6,68.2,5,0,"4.0,   5.0,   4.0,   5.0,   4.0","1.5, 7.9,11.1,20.6,68.2",27,07/15/2017,36.15553698,11.29262733,36.15504404,11.29233399
ft20-242-16,165767,1,7/16/17,4:19:56,120,1080,26,26,20,7,15,19,7.9,25.3,31.7,39.6,87.3,5,0,"26.0,  20.0,   7.0,  15.0,  19.0","7.9,25.3,31.7,39.6,87.3",31,07/16/2017,36.14010624,11.28344468,36.13912036,11.282858
ft20-242-16,165767,1,7/16/17,4:39:56,154,1080,35,35,17,32.5,20,35,9.5,20.6,33.3,65,77.7,5,0,"35.0,  17.0,  32.5,  20.0,  35.0","9.5,20.6,33.3,65.0,77.7",31,07/16/2017,36.13901082,11.28279281,36.13802495,11.28220613
ft20-242-16,165767,1,7/16/17,7:28:28,282,1320,50,35,50,30,50,40,6.3,14.2,44.4,82.5,90.4,5,0,"35.0,  50.0,  30.0,  50.0,  40.0","6.3,14.2,44.4,82.5,90.4",3,07/16/2017,36.12999921,11.27743011,36.12879425,11.27671306
ft20-242-16,165767,1,7/16/17,22:09:40,298,720,6,6,5,4,5,4,3.1,23.8,82.5,93.6,95.2,5,0,"6.0,   5.0,   4.0,   5.0,   4.0","3.1,23.8,82.5,93.6,95.2",30,07/16/2017,36.08118752,11.24838287,36.08053027,11.24799175
ft20-242-16,165767,3,7/16/17,23:52:16,48,840,6,6,6,5,5,5,1.5,9.5,49.2,90.4,92,5,0,"6.0,   6.0,   5.0,   5.0,   5.0","1.5, 9.5,49.2,90.4,92.0",3,07/16/2017,36.07567758,11.24510398,36.07491079,11.24464767
ft20-242-16,165767,3,7/16/17,23:53:54,234,50,4,4,4,4,4,4,63.4,69.8,77.7,92,92,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","63.4,69.8,77.7,92.0,92.0",3,07/16/2017,36.07486697,11.2446216,36.07482133,11.24459443
ft20-242-16,165767,2,7/17/17,1:03:52,12,60,5,5,5,5,4,4,20.6,41.2,57.1,68.2,73,5,0,"5.0,   5.0,   5.0,   4.0,   4.0","20.6,41.2,57.1,68.2,73.0",5,07/17/2017,36.07104398,11.24234658,36.07098921,11.24231398
ft20-242-16,165767,2,7/17/17,1:07:04,36,180,5,4,4,4,5,4,9.5,38,53.9,69.8,87.3,5,0,"4.0,   4.0,   4.0,   5.0,   4.0","9.5,38.0,53.9,69.8,87.3",5,07/17/2017,36.07097825,11.24230746,36.07081394,11.24220968
ft20-242-16,165767,1,7/17/17,3:19:08,48,540,5,4,5,4,5,4,4.7,11.1,31.7,41.2,52.3,5,0,"4.0,   5.0,   4.0,   5.0,   4.0","4.7,11.1,31.7,41.2,52.3",9,07/17/2017,36.06407349,11.23819852,36.06358055,11.23790518
ft20-242-16,165767,1,7/17/17,3:21:36,290,100,4,4,4,4,4,4,9.5,12.6,19,65,85.7,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","9.5,12.6,19.0,65.0,85.7",9,07/17/2017,36.06353673,11.23787911,36.06344545,11.23782478
ft20-242-16,165767,1,7/17/17,4:15:46,146,840,40,40,28,35,26,14,22.2,28.5,50.7,55.5,88.8,5,0,"40.0,  28.0,  35.0,  26.0,  14.0","22.2,28.5,50.7,55.5,88.8",10,07/17/2017,36.06124549,11.23651562,36.0604787,11.23605931
ft20-242-16,165767,1,7/17/17,4:40:12,210,1320,80,45,55,80,80,80,9.5,20.6,25.3,84.1,85.7,5,0,"45.0,  55.0,  80.0,  80.0,  80.0","9.5,20.6,25.3,84.1,85.7",10,07/17/2017,36.06034542,11.23598,36.05914047,11.23526294
ft20-242-16,165767,3,7/19/17,16:06:08,290,1320,62.5,45,62.5,47.5,40,17,9.5,30.1,36.5,58.7,65,5,0,"45.0,  62.5,  47.5,  40.0,  17.0","9.5,30.1,36.5,58.7,65.0",11,07/19/2017,36.010739,11.26761312,36.01064484,11.2680233
ft20-242-16,165767,2,7/20/17,3:16:00,80,60,4,4,4,4,4,4,30.1,41.2,52.3,57.1,77.7,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","30.1,41.2,52.3,57.1,77.7",16,07/20/2017,36.00911101,11.28407962,36.00913385,11.28417142
ft20-242-16,165767,2,7/20/17,3:18:10,298,50,4,4,4,4,4,4,12.6,20.6,41.2,55.5,84.1,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","12.6,20.6,41.2,55.5,84.1",16,07/20/2017,36.00916429,11.28429381,36.00918332,11.28437031
ft20-242-16,165767,1,7/20/17,5:13:34,210,720,32.5,20,32.5,15,12,9,6.3,23.8,33.3,80.9,93.6,5,0,"20.0,  32.5,  15.0,  12.0,   9.0","6.3,23.8,33.3,80.9,93.6",20,07/20/2017,36.0115443,11.29386196,36.01181831,11.2949635
ft20-242-16,165767,1,7/20/17,5:31:04,242,840,26,16,26,13,16,9,4.7,14.2,22.2,25.3,88.8,5,0,"16.0,  26.0,  13.0,  16.0,   9.0","4.7,14.2,22.2,25.3,88.8",20,07/20/2017,36.01189822,11.29528479,36.01221789,11.29656992
ft20-242-16,165767,3,7/20/17,7:45:46,226,360,5,4,5,4,5,4,1.5,4.7,12.6,42.8,53.9,5,0,"4.0,   5.0,   4.0,   5.0,   4.0","1.5, 4.7,12.6,42.8,53.9",27,07/20/2017,36.01515657,11.308384,36.01529357,11.30893477
ft20-242-16,165767,3,7/20/17,7:59:32,154,600,7,6,7,7,5,5,1.5,6.3,20.6,85.7,96.8,5,0,"6.0,   7.0,   7.0,   5.0,   5.0","1.5, 6.3,20.6,85.7,96.8",27,07/20/2017,36.01537957,11.30928053,36.01560791,11.31019849
ft20-242-16,165767,1,7/20/17,10:07:36,16,960,80,30,70,80,62.5,70,6.3,23.8,38,46,76.1,5,0,"30.0,  70.0,  80.0,  62.5,  70.0","6.3,23.8,38.0,46.0,76.1",0,07/20/2017,36.01816678,11.3204857,36.01853212,11.32195443
ft20-242-16,165767,2,7/21/17,5:40:14,226,840,52.5,42.5,52.5,40,50,16,14.2,22.2,34.9,49.2,61.9,5,0,"42.5,  52.5,  40.0,  50.0,  16.0","14.2,22.2,34.9,49.2,61.9",19,07/21/2017,36.05566522,11.43597774,36.05630362,11.43749171
ft20-242-16,165767,2,7/21/17,5:58:00,218,840,65,45,65,45,17,20,11.1,22.2,30.1,60.3,80.9,5,0,"45.0,  65.0,  45.0,  17.0,  20.0","11.1,22.2,30.1,60.3,80.9",19,07/21/2017,36.05647538,11.43789905,36.05711378,11.43941302
ft20-242-16,165767,2,7/22/17,14:41:56,282,1320,80,57.5,80,45,45,14,9.5,23.8,42.8,58.7,69.8,5,0,"57.5,  80.0,  45.0,  45.0,  14.0","9.5,23.8,42.8,58.7,69.8",22,07/22/2017,36.0675252,11.52370299,36.0666167,11.52300656
ft20-242-16,165767,4,7/24/17,20:44:44,298,540,8,5,5,8,5,5,1.5,11.1,20.6,25.3,33.3,5,0,"5.0,   5.0,   8.0,   5.0,   5.0","1.5,11.1,20.6,25.3,33.3",4,07/24/2017,35.90484045,11.29822275,35.90397992,11.29794702
ft20-242-16,165767,2,7/24/17,22:34:10,306,50,4,4,4,4,4,4,12.6,20.6,34.9,49.2,69.8,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","12.6,20.6,34.9,49.2,69.8",9,07/24/2017,35.89359612,11.29461985,35.89351645,11.29459432
ft20-242-16,165767,2,7/25/17,8:11:08,298,1080,37.5,37.5,26,35,22,37.5,7.9,20.6,34.9,39.6,85.7,5,0,"37.5,  26.0,  35.0,  22.0,  37.5","7.9,20.6,34.9,39.6,85.7",25,07/25/2017,35.84007083,11.27746932,35.83834976,11.27691785
ft20-242-16,165767,1,7/25/17,20:29:24,290,840,6,5,6,4,4,4,0,26.9,84.1,85.7,92,5,0,"5.0,   6.0,   4.0,   4.0,   4.0","0.0,26.9,84.1,85.7,92.0",11,07/25/2017,35.76909898,11.25472857,35.76776037,11.25429965
ft20-242-16,165767,2,7/26/17,20:07:40,4,360,4,4,4,4,4,4,6.3,14.2,58.7,69.8,90.4,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","6.3,14.2,58.7,69.8,90.4",13,07/26/2017,35.63272645,11.21103218,35.63215276,11.21084836
ft20-242-16,165767,2,7/26/17,20:09:04,298,80,4,4,4,4,4,4,31.7,44.4,65,77.7,82.5,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","31.7,44.4,65.0,77.7,82.5",13,07/26/2017,35.63214638,11.21084631,35.6320189,11.21080547
ft20-242-16,165767,2,7/27/17,17:13:34,138,2100,52.5,26,52.5,52.5,19,17,1.5,9.5,28.5,33.3,84.1,5,0,"26.0,  52.5,  52.5,  19.0,  17.0","1.5, 9.5,28.5,33.3,84.1",13,07/27/2017,35.51446021,11.1731374,35.51111369,11.17206511
ft20-242-16,165767,2,7/27/17,17:50:52,282,2100,35,22,35,18,22,15,1.5,6.3,9.5,19,84.1,5,0,"22.0,  35.0,  18.0,  22.0,  15.0","1.5, 6.3, 9.5,19.0,84.1",13,07/27/2017,35.51089377,11.17199464,35.50754725,11.17092235
ft20-242-16,165767,1,7/27/17,19:39:58,210,1800,8,7,8,7,7,5,0,1.5,4.7,38,92,5,0,"7.0,   8.0,   7.0,   7.0,   5.0","0.0, 1.5, 4.7,38.0,92.0",15,07/27/2017,35.4999841,11.16849897,35.49711565,11.16757986
ft20-242-16,165767,1,7/27/17,20:23:28,226,2400,11,10,11,9,9,6,0,1.5,6.3,15.8,96.8,5,0,"10.0,  11.0,   9.0,   9.0,   6.0","0.0, 1.5, 6.3,15.8,96.8",15,07/27/2017,35.496781,11.16747263,35.49295639,11.16624716
ft20-242-16,165767,2,7/28/17,22:54:10,170,1800,13,11,13,11,10,7,1.5,3.1,6.3,11.1,95.2,5,0,"11.0,  13.0,  11.0,  10.0,   7.0","1.5, 3.1, 6.3,11.1,95.2",11,07/28/2017,35.3832412,11.32600622,35.38418561,11.33191813
ft20-242-16,165767,2,7/28/17,23:23:00,186,1560,8,7,8,7,5,5,0,1.5,7.9,85.7,96.8,5,0,"7.0,   8.0,   7.0,   5.0,   5.0","0.0, 1.5, 7.9,85.7,96.8",11,07/28/2017,35.3842748,11.33247648,35.38509329,11.33760014
ft20-242-16,165767,4,7/29/17,3:55:38,162,1080,9,8,9,7,7,6,1.5,4.7,9.5,14.2,53.9,5,0,"8.0,   9.0,   7.0,   7.0,   6.0","1.5, 4.7, 9.5,14.2,53.9",15,07/29/2017,35.38986957,11.380137,35.38968362,11.38190881
ft20-242-16,165767,4,7/29/17,4:14:20,170,960,26,26,8,7,20,7,15.8,23.8,80.9,84.1,88.8,5,0,"26.0,   8.0,   7.0,  20.0,   7.0","15.8,23.8,80.9,84.1,88.8",15,07/29/2017,35.38965573,11.38217458,35.38949044,11.38374953
ft20-242-16,165767,6,7/29/17,4:37:38,178,1080,62.5,37.5,62.5,62.5,62.5,13,11.1,15.8,73,80.9,92,5,0,"37.5,  62.5,  62.5,  62.5,  13.0","11.1,15.8,73.0,80.9,92.0",16,07/29/2017,35.38943569,11.38427123,35.38924974,11.38604304
ft20-242-16,165767,6,7/29/17,5:08:36,162,1680,62.5,47.5,42.5,62.5,37.5,42.5,6.3,17.4,39.6,47.6,84.1,5,0,"47.5,  42.5,  62.5,  37.5,  42.5","6.3,17.4,39.6,47.6,84.1",16,07/29/2017,35.38921909,11.38633506,35.38892984,11.38909121
ft20-242-16,165767,3,7/29/17,5:42:46,162,1800,62.5,62.5,62.5,40,30,40,11.1,38,42.8,58.7,88.8,5,0,"62.5,  62.5,  40.0,  30.0,  40.0","11.1,38.0,42.8,58.7,88.8",17,07/29/2017,35.3888868,11.38950136,35.38857689,11.39245438
ft20-242-16,165767,3,7/29/17,6:15:28,194,1800,55,45,55,55,55,35,4.7,7.9,53.9,69.8,90.4,5,0,"45.0,  55.0,  55.0,  55.0,  35.0","4.7, 7.9,53.9,69.8,90.4",17,07/29/2017,35.38852982,11.39280699,35.38793703,11.39704123
ft20-242-16,165767,4,7/30/17,1:36:08,298,960,65,18,65,65,65,14,6.3,15.8,80.9,82.5,92,5,0,"18.0,  65.0,  65.0,  65.0,  14.0","6.3,15.8,80.9,82.5,92.0",20,07/30/2017,35.40044739,11.52684527,35.4004657,11.52662147
ft20-242-16,165767,4,7/30/17,4:48:54,170,1440,65,65,65,65,13,19,15.8,47.6,50.7,61.9,92,5,0,"65.0,  65.0,  65.0,  13.0,  19.0","15.8,47.6,50.7,61.9,92.0",24,07/30/2017,35.4002915,11.54895841,35.4001475,11.56015093
ft20-242-16,165767,4,7/30/17,5:13:44,282,1320,47.5,45,47.5,42.5,12,35,12.6,44.4,65,74.6,90.4,5,0,"45.0,  47.5,  42.5,  12.0,  35.0","12.6,44.4,65.0,74.6,90.4",24,07/30/2017,35.4001305,11.56147227,35.3999985,11.57173207
ft20-242-16,165767,4,7/30/17,5:51:38,194,1800,47.5,32.5,40,28,47.5,45,3.1,14.2,71.4,87.3,92,5,0,"32.5,  40.0,  28.0,  47.5,  45.0","3.1,14.2,71.4,87.3,92.0",25,07/30/2017,35.40033736,11.5740394,35.40256314,11.57945435
ft20-242-16,165767,4,7/30/17,6:24:52,210,1800,67.5,42.5,67.5,28,45,30,7.9,34.9,44.4,68.2,93.6,5,0,"42.5,  67.5,  28.0,  45.0,  30.0","7.9,34.9,44.4,68.2,93.6",25,07/30/2017,35.40280303,11.58003796,35.4050288,11.58545291
ft20-242-16,165767,1,7/30/17,11:38:48,290,1440,70,35,35,70,70,67.5,4.7,23.8,33.3,68.2,80.9,5,0,"35.0,  35.0,  70.0,  70.0,  67.5","4.7,23.8,33.3,68.2,80.9",0,07/30/2017,35.43249482,11.61744852,35.43547753,11.61991291
ft20-243-16,165768,2,10/13/16,9:03:56,298,60,24,9,22,24,22,19,17.4,52.3,58.7,63.4,69.8,5,0,"9.0,  22.0,  24.0,  22.0,  19.0","17.4,52.3,58.7,63.4,69.8",0,10/13/2016,40.80376408,14.14447629,40.80368837,14.14453068
ft20-243-16,165768,5,10/13/16,15:15:32,306,300,26,20,26,26,26,19,14.2,23.8,34.9,49.2,60.3,5,0,"20.0,  26.0,  26.0,  26.0,  19.0","14.2,23.8,34.9,49.2,60.3",1,10/13/2016,40.77593367,14.16446966,40.77555512,14.1647416
ft20-243-16,165768,1,10/13/16,21:04:16,306,2100,26,17,26,18,10,8,1.5,7.9,26.9,92,96.8,5,0,"17.0,  26.0,  18.0,  10.0,   8.0","1.5, 7.9,26.9,92.0,96.8",3,10/13/2016,40.75180287,14.18180522,40.74915308,14.18370883
ft20-243-16,165768,1,10/14/16,13:20:28,306,960,65,14,65,62.5,35,18,1.5,23.8,30.1,46,65,5,0,"14.0,  65.0,  62.5,  35.0,  18.0","1.5,23.8,30.1,46.0,65.0",6,10/14/2016,40.58744581,13.98255111,40.58554153,13.98037231
ft20-243-16,165768,3,11/7/16,16:49:56,298,600,72.5,55,65,72.5,57.5,47.5,15.8,17.4,23.8,38,77.7,5,0,"55.0,  65.0,  72.5,  57.5,  47.5","15.8,17.4,23.8,38.0,77.7",1,11/07/2016,38.3935253,15.55439861,38.39406147,15.55471468
ft20-243-16,165768,4,11/8/16,2:19:16,298,80,4,4,4,4,4,4,60.3,65,73,82.5,85.7,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","60.3,65.0,73.0,82.5,85.7",9,11/08/2016,38.42451607,15.57266751,38.42458756,15.57270966
ft20-243-16,165768,2,11/11/16,19:47:52,306,360,14,7,12,14,13,7,22.2,47.6,65,73,85.7,5,0,"7.0,  12.0,  14.0,  13.0,   7.0","22.2,47.6,65.0,73.0,85.7",12,11/11/2016,38.70301581,15.90076166,38.70310305,15.9008809
ft20-243-16,165768,4,11/12/16,16:50:24,306,140,4,4,4,4,4,4,47.6,69.8,77.7,82.5,90.4,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","47.6,69.8,77.7,82.5,90.4",13,11/12/2016,38.71716266,15.92845707,38.71722388,15.92856095
ft20-243-16,165768,1,11/14/16,13:17:44,306,720,55,12,32.5,42.5,52.5,55,1.5,6.3,9.5,17.4,25.3,5,0,"12.0,  32.5,  42.5,  52.5,  55.0","1.5, 6.3, 9.5,17.4,25.3",0,11/14/2016,38.78689276,16.04678246,38.78720761,16.04731673
ft20-243-16,165768,5,11/14/16,20:35:56,306,1560,90,42.5,80,90,90,32.5,9.5,15.8,39.6,68.2,80.9,5,0,"42.5,  80.0,  90.0,  90.0,  32.5","9.5,15.8,39.6,68.2,80.9",6,11/14/2016,38.79802265,16.06566882,38.79870482,16.0668264
ft20-243-16,165768,8,11/15/16,8:05:00,306,60,4,4,4,4,4,4,4.7,17.4,30.1,42.8,74.6,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","4.7,17.4,30.1,42.8,74.6",15,11/15/2016,38.81675786,16.0974607,38.81678409,16.09750522
ft20-243-16,165768,1,11/20/16,19:22:12,298,8400,42.5,40,40,26,22,17,0,0,1.5,4.7,93.6,5,0,"40.0,  40.0,  26.0,  22.0,  17.0","0.0, 0.0, 1.5, 4.7,93.6",12,11/20/2016,39.12488382,15.79414894,39.12898814,15.7955992
ft20-243-16,165768,1,11/21/16,0:52:20,306,80,18,6,12,18,18,14,9.5,28.5,44.4,49.2,63.4,5,0,"6.0,  12.0,  18.0,  18.0,  14.0","9.5,28.5,44.4,49.2,63.4",14,11/21/2016,39.13862745,15.79900525,39.13866653,15.79901906
ft20-243-16,165768,4,10/14/16,20:06:00,298,2100,26,14,20,26,16,13,0,3.1,15.8,46,90.4,5,0,"14.0,  20.0,  26.0,  16.0,  13.0","0.0, 3.1,15.8,46.0,90.4",8,10/14/2016,40.55749811,13.95347878,40.55701964,13.95412371
ft20-243-16,165768,4,10/16/16,0:51:40,298,3300,17,14,17,14,10,9,0,1.5,12.6,88.8,95.2,5,0,"14.0,  17.0,  14.0,  10.0,   9.0","0.0, 1.5,12.6,88.8,95.2",15,10/15/2016,40.53418044,13.98490857,40.53342856,13.98592203
ft20-243-16,165768,2,10/16/16,3:07:24,298,2100,72.5,35,65,72.5,65,9,6.3,11.1,14.2,19,36.5,5,0,"35.0,  65.0,  72.5,  65.0,   9.0","6.3,11.1,14.2,19.0,36.5",16,10/16/2016,40.53205146,13.98777822,40.53157298,13.98842315
ft20-243-16,165768,2,10/16/16,5:01:38,298,30,6,5,6,6,6,6,9.5,20.6,31.7,42.8,65,5,0,"5.0,   6.0,   6.0,   6.0,   6.0","9.5,20.6,31.7,42.8,65.0",17,10/16/2016,40.53001817,13.99051888,40.53001133,13.99052809
ft20-243-16,165768,3,10/16/16,6:51:56,60,960,7,5,4,4,7,5,4.7,71.4,79.3,82.5,84.1,5,0,"5.0,   4.0,   4.0,   7.0,   5.0","4.7,71.4,79.3,82.5,84.1",18,10/16/2016,40.52872219,13.99226573,40.52850346,13.99256056
ft20-243-16,165768,3,10/16/16,6:53:26,306,30,4,4,4,4,4,4,87.3,87.3,87.3,87.3,87.3,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","87.3,87.3,87.3,87.3,87.3",18,10/16/2016,40.52848978,13.99257898,40.52848295,13.9925882
ft20-243-16,165768,5,10/16/16,12:07:56,298,3000,12,11,12,10,7,6,0,1.5,6.3,87.3,96.8,5,0,"11.0,  12.0,  10.0,   7.0,   6.0","0.0, 1.5, 6.3,87.3,96.8",19,10/16/2016,40.52486705,13.99746205,40.52418351,13.99838339
ft20-243-16,165768,5,10/16/16,21:48:40,298,3900,15,13,15,15,11,9,0,0,9.5,93.6,96.8,5,0,"13.0,  15.0,  15.0,  11.0,   9.0","0.0, 0.0, 9.5,93.6,96.8",25,10/16/2016,40.51713307,14.00788665,40.51624448,14.00908438
ft20-243-16,165768,1,10/17/16,10:33:44,298,1800,19,15,19,18,11,13,1.5,7.9,20.6,26.9,61.9,5,0,"15.0,  19.0,  18.0,  11.0,  13.0","1.5, 7.9,20.6,26.9,61.9",28,10/17/2016,40.5061956,14.02262923,40.50578547,14.02318203
ft20-243-16,165768,2,10/18/16,11:03:12,306,600,60,42.5,57.5,60,40,20,9.5,17.4,20.6,34.9,63.4,5,0,"42.5,  57.5,  60.0,  40.0,  20.0","9.5,17.4,20.6,34.9,63.4",31,10/18/2016,40.45598068,14.14418901,40.45560774,14.14511804
ft20-243-16,165768,1,10/19/16,8:30:36,24,1440,35,28,13,26,35,17,9.5,46,49.2,61.9,71.4,5,0,"28.0,  13.0,  26.0,  35.0,  17.0","9.5,46.0,49.2,61.9,71.4",1,10/19/2016,40.40849001,14.26249106,40.40759494,14.26472072
ft20-243-16,165768,7,10/19/16,17:58:12,298,2400,17,11,14,17,10,9,0,1.5,4.7,90.4,95.2,5,0,"11.0,  14.0,  17.0,  10.0,   9.0","0.0, 1.5, 4.7,90.4,95.2",4,10/19/2016,40.38791842,14.31373608,40.38642665,14.31745218
ft20-243-16,165768,1,10/21/16,15:00:12,120,30,5,5,5,5,5,5,11.1,23.8,36.5,49.2,74.6,5,0,"5.0,   5.0,   5.0,   5.0,   5.0","11.1,23.8,36.5,49.2,74.6",14,10/21/2016,40.41993614,14.76743752,40.41988915,14.76741242
ft20-243-16,165768,1,10/21/16,15:04:12,40,120,6,5,5,5,6,5,6.3,9.5,28.5,69.8,92,5,0,"5.0,   5.0,   5.0,   6.0,   5.0","6.3, 9.5,28.5,69.8,92.0",14,10/21/2016,40.41970119,14.76731203,40.41951322,14.76721163
ft20-243-16,165768,4,10/21/16,15:22:06,282,120,6,6,6,6,6,5,1.5,74.6,77.7,90.4,93.6,5,0,"6.0,   6.0,   6.0,   6.0,   5.0","1.5,74.6,77.7,90.4,93.6",18,10/21/2016,40.41801893,14.7664135,40.41783097,14.76631311
ft20-243-16,165768,4,10/21/16,15:31:48,274,300,5,5,5,4,5,4,1.5,9.5,52.3,73,79.3,5,0,"5.0,   5.0,   4.0,   5.0,   4.0","1.5, 9.5,52.3,73.0,79.3",18,10/21/2016,40.41738926,14.76607719,40.41691936,14.7658262
ft20-243-16,165768,1,10/21/16,15:37:04,306,40,4,4,4,4,4,4,9.5,19,39.6,49.2,69.8,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","9.5,19.0,39.6,49.2,69.8",19,10/21/2016,40.41648705,14.7655953,40.41642439,14.76556183
ft20-243-16,165768,1,10/21/16,16:14:16,76,180,8,6,7,7,8,7,3.1,4.7,7.9,92,95.2,5,0,"6.0,   7.0,   7.0,   8.0,   7.0","3.1, 4.7, 7.9,92.0,95.2",25,10/21/2016,40.41321026,14.7638451,40.41292831,14.76369451
ft20-243-16,165768,1,10/21/16,16:19:32,56,240,8,7,8,8,8,8,1.5,3.1,66.6,93.6,95.2,5,0,"7.0,   8.0,   8.0,   8.0,   8.0","1.5, 3.1,66.6,93.6,95.2",25,10/21/2016,40.41280927,14.76363093,40.41243335,14.76343014
ft20-243-16,165768,3,10/21/16,23:37:20,48,840,12,10,11,12,12,10,1.5,3.1,74.6,93.6,96.8,5,0,"10.0,  11.0,  12.0,  12.0,  10.0","1.5, 3.1,74.6,93.6,96.8",9,10/21/2016,40.37260435,14.74215671,40.37128862,14.74145396
ft20-243-16,165768,3,10/22/16,0:28:08,130,3000,12,9,11,12,12,10,0,0,3.1,93.6,98.4,5,0,"9.0,  11.0,  12.0,  12.0,  10.0","0.0, 0.0, 3.1,93.6,98.4",9,10/21/2016,40.37121344,14.7414138,40.3665144,14.73890396
ft20-243-16,165768,3,10/22/16,13:34:24,116,60,5,5,5,5,5,4,6.3,58.7,65,73,85.7,5,0,"5.0,   5.0,   5.0,   5.0,   4.0","6.3,58.7,65.0,73.0,85.7",26,10/22/2016,40.29271453,14.69948604,40.29262055,14.69943585
ft20-243-16,165768,3,10/22/16,13:37:20,306,60,5,5,5,5,5,5,12.6,31.7,58.7,73,85.7,5,0,"5.0,   5.0,   5.0,   5.0,   5.0","12.6,31.7,58.7,73.0,85.7",26,10/22/2016,40.29243886,14.6993388,40.29234488,14.6992886
ft20-243-16,165768,2,10/22/16,13:44:36,72,40,5,4,4,5,5,4,9.5,28.5,39.6,69.8,79.3,5,0,"4.0,   4.0,   5.0,   5.0,   4.0","9.5,28.5,39.6,69.8,79.3",27,10/22/2016,40.2917246,14.6989573,40.29166195,14.69892384
ft20-243-16,165768,2,10/22/16,13:46:28,52,40,5,4,5,5,5,5,7.9,17.4,26.9,44.4,80.9,5,0,"4.0,   5.0,   5.0,   5.0,   5.0","7.9,17.4,26.9,44.4,80.9",27,10/22/2016,40.29154917,14.6988636,40.29148652,14.69883014
ft20-243-16,165768,4,10/23/16,0:54:22,162,2400,32.5,22,30,32.5,30,26,0,3.1,73,95.2,96.8,5,0,"22.0,  30.0,  32.5,  30.0,  26.0","0.0, 3.1,73.0,95.2,96.8",6,10/23/2016,40.23247607,14.66731153,40.22871685,14.66530366
