REF,PTT,CNT,DE_DATE,TIME,SURF_DUR,DIVE_DUR,MAX_DEP,D1,D2,D3,D4,D5,T1,T2,T3,T4,T5,N_DEPTHS,N_SPEEDS,DEPTH_STR,PROPN_STR,GRP_NUMBER,DS_DATE,START_LAT,START_LON,LAT,LON
ft20-245-16,162338,1,12/22/16,14:32:52,306,40,4,4,4,4,4,4,9.5,19,39.6,69.8,79.3,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","9.5,19.0,39.6,69.8,79.3",29,12/22/2016,39.52746335,13.73938751,39.52743365,13.73941789
ft20-245-16,162338,1,12/23/16,9:59:40,80,240,9,5,4,4,9,4,4.7,14.2,28.5,44.4,63.4,5,0,"5.0,   4.0,   4.0,   9.0,   4.0","4.7,14.2,28.5,44.4,63.4",17,12/23/2016,39.49858835,13.64984256,39.49852392,13.64931827
ft20-245-16,162338,1,12/23/16,10:02:00,36,60,4,4,4,4,4,4,22.2,34.9,52.3,69.8,80.9,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","22.2,34.9,52.3,69.8,80.9",17,12/23/2016,39.49850244,13.64914351,39.49848633,13.64901244
ft20-245-16,162338,2,12/23/16,19:02:44,28,6000,15,13,15,12,8,7,0,0,4.7,96.8,98.4,5,0,"13.0,  15.0,  12.0,   8.0,   7.0","0.0, 0.0, 4.7,96.8,98.4",27,12/23/2016,39.49138704,13.59124531,39.48977625,13.57813827
ft20-245-16,162338,1,12/23/16,22:26:08,100,5400,11,9,11,9,8,8,0,0,1.5,3.1,49.2,5,0,"9.0,  11.0,   9.0,   8.0,   8.0","0.0, 0.0, 1.5, 3.1,49.2",29,12/23/2016,39.48794961,13.56327487,39.4864999,13.55147853
ft20-245-16,162338,2,12/25/16,13:14:12,298,2100,37.5,24,37.5,18,18,26,1.5,7.9,39.6,85.7,93.6,5,0,"24.0,  37.5,  18.0,  18.0,  26.0","1.5, 7.9,39.6,85.7,93.6",9,12/25/2016,39.44956337,13.25092518,39.44899959,13.24633772
ft20-245-16,162338,2,11/5/16,15:25:32,290,40,7,5,5,7,7,6,28.5,39.6,58.7,69.8,79.3,5,0,"5.0,   5.0,   7.0,   7.0,   6.0","28.5,39.6,58.7,69.8,79.3",13,11/05/2016,38.62612055,14.34221331,38.6261407,14.3421415
ft20-245-16,162338,3,11/6/16,2:16:12,298,3000,18,15,18,18,12,9,0,0,1.5,93.6,96.8,5,0,"15.0,  18.0,  18.0,  12.0,   9.0","0.0, 0.0, 1.5,93.6,96.8",15,11/06/2016,38.64429569,14.27744325,38.64580693,14.27205771
ft20-245-16,162338,1,11/6/16,17:41:24,290,4200,35,30,35,28,20,15,0,1.5,12.6,95.2,96.8,5,0,"30.0,  35.0,  28.0,  20.0,  15.0","0.0, 1.5,12.6,95.2,96.8",31,11/06/2016,38.67165511,14.17994349,38.67377084,14.17240374
ft20-245-16,162338,2,11/9/16,22:45:28,282,4500,22,19,22,20,14,11,0,1.5,4.7,93.6,96.8,5,0,"19.0,  22.0,  20.0,  14.0,  11.0","0.0, 1.5, 4.7,93.6,96.8",26,11/09/2016,38.7374232,14.29980207,38.73822925,14.30393732
ft20-245-16,162338,2,11/10/16,7:49:24,282,3300,47.5,47.5,28,40,20,30,3.1,23.8,65,73,88.8,5,0,"47.5,  28.0,  40.0,  20.0,  30.0","3.1,23.8,65.0,73.0,88.8",1,11/10/2016,38.74348399,14.33089547,38.7440751,14.33392799
ft20-245-16,162338,1,11/11/16,3:04:36,282,3900,12,11,12,10,7,6,0,0,6.3,93.6,96.8,5,0,"11.0,  12.0,  10.0,   7.0,   6.0","0.0, 0.0, 6.3,93.6,96.8",15,11/11/2016,38.75579187,14.39403798,38.75649045,14.39762187
ft20-245-16,162338,1,11/11/16,9:04:24,306,60,12,7,10,12,12,6,17.4,28.5,52.3,58.7,80.9,5,0,"7.0,  10.0,  12.0,  12.0,   6.0","17.4,28.5,52.3,58.7,80.9",20,11/11/2016,38.7603466,14.4174049,38.76035735,14.41746004
ft20-245-16,162338,2,11/12/16,3:45:40,52,5100,14,14,13,11,14,9,0,20.6,22.2,23.8,90.4,5,0,"14.0,  13.0,  11.0,  14.0,   9.0","0.0,20.6,22.2,23.8,90.4",3,11/12/2016,38.77149448,14.47459633,38.77240801,14.47928295
ft20-245-16,162338,2,11/12/16,5:08:08,282,4500,11,10,11,9,7,6,0,0,1.5,84.1,96.8,5,0,"10.0,  11.0,   9.0,   7.0,   6.0","0.0, 0.0, 1.5,84.1,96.8",4,11/12/2016,38.77248826,14.47969464,38.77329431,14.48382989
ft20-245-16,162338,1,11/13/16,8:14:24,298,3900,80,80,80,65,30,28,7.9,9.5,15.8,20.6,80.9,5,0,"80.0,  80.0,  65.0,  30.0,  28.0","7.9, 9.5,15.8,20.6,80.9",25,11/13/2016,38.7532707,14.53294811,38.74946767,14.52584727
ft20-245-16,162338,3,11/13/16,12:38:34,138,60,6,6,5,6,4,6,4.7,17.4,46,58.7,76.1,5,0,"6.0,   5.0,   6.0,   4.0,   6.0","4.7,17.4,46.0,58.7,76.1",30,11/13/2016,38.73407027,14.49709795,38.73401176,14.4969887
ft20-245-16,162338,3,11/13/16,12:41:32,282,40,5,5,5,5,4,5,9.5,19,28.5,49.2,79.3,5,0,"5.0,   5.0,   5.0,   4.0,   5.0","9.5,19.0,28.5,49.2,79.3",30,11/13/2016,38.7338772,14.49673744,38.73383819,14.49666461
ft20-245-16,162338,1,11/13/16,12:50:28,44,240,8,8,6,4,7,7,12.6,33.3,41.2,49.2,61.9,5,0,"8.0,   6.0,   4.0,   7.0,   7.0","12.6,33.3,41.2,49.2,61.9",31,11/13/2016,38.73354955,14.49612568,38.73331552,14.4956887
ft20-245-16,162338,1,11/13/16,12:51:42,32,30,5,4,4,4,5,5,9.5,31.7,42.8,53.9,65,5,0,"4.0,   4.0,   4.0,   5.0,   5.0","9.5,31.7,42.8,53.9,65.0",31,11/13/2016,38.73327261,14.49560859,38.73324336,14.49555397
ft20-245-16,162338,2,11/13/16,12:53:26,162,60,7,5,5,4,7,7,11.1,39.6,58.7,76.1,80.9,5,0,"5.0,   5.0,   4.0,   7.0,   7.0","11.1,39.6,58.7,76.1,80.9",0,11/13/2016,38.73320045,14.49547385,38.73314194,14.49536461
ft20-245-16,162338,2,11/13/16,12:58:08,36,120,10,8,10,6,5,6,4.7,17.4,30.1,68.2,84.1,5,0,"8.0,  10.0,   6.0,   5.0,   6.0","4.7,17.4,30.1,68.2,84.1",0,11/13/2016,38.73298397,14.49506965,38.73286695,14.49485116
ft20-245-16,162338,4,11/15/16,8:48:36,306,360,14,13,8,14,11,12,7.9,36.5,58.7,73,85.7,5,0,"13.0,   8.0,  14.0,  11.0,  12.0","7.9,36.5,58.7,73.0,85.7",8,11/15/2016,38.57931425,14.20814449,38.57896321,14.20748903
ft20-245-16,162338,1,11/15/16,18:17:04,298,3000,9,8,9,7,9,8,0,0,6.3,7.9,42.8,5,0,"8.0,   9.0,   7.0,   9.0,   8.0","0.0, 0.0, 6.3, 7.9,42.8",15,11/15/2016,38.54296675,14.15823368,38.53865202,14.15458334
ft20-245-16,162338,1,11/18/16,22:55:40,290,2100,40,30,40,32.5,26,20,3.1,6.3,19,87.3,93.6,5,0,"30.0,  40.0,  32.5,  26.0,  20.0","3.1, 6.3,19.0,87.3,93.6",4,11/18/2016,38.87769124,13.75356979,38.88512742,13.75620156
ft20-245-16,162338,1,11/24/16,14:25:46,306,30,6,5,6,6,6,6,11.1,23.8,36.5,61.9,74.6,5,0,"5.0,   6.0,   6.0,   6.0,   6.0","11.1,23.8,36.5,61.9,74.6",23,11/24/2016,39.75032783,14.59625132,39.75040357,14.59626943
ft20-245-16,162338,2,11/26/16,5:35:40,290,5400,30,22,30,24,19,17,0,1.5,7.9,95.2,96.8,5,0,"22.0,  30.0,  24.0,  19.0,  17.0","0.0, 1.5, 7.9,95.2,96.8",11,11/26/2016,40.06410751,14.6251928,40.07447075,14.6224092
ft20-245-16,162338,4,11/27/16,0:54:08,282,8400,28,28,24,17,15,11,0,1.5,93.6,96.8,98.4,5,0,"28.0,  24.0,  17.0,  15.0,  11.0","0.0, 1.5,93.6,96.8,98.4",18,11/26/2016,40.1800612,14.56900106,40.19159076,14.54509242
ft20-245-16,162338,1,11/27/16,8:26:20,298,540,42.5,22,42.5,26,28,14,6.3,22.2,50.7,66.6,88.8,5,0,"22.0,  42.5,  26.0,  28.0,  14.0","6.3,22.2,50.7,66.6,88.8",19,11/27/2016,40.23332846,14.47132335,40.23425332,14.46985365
ft20-245-16,162338,1,11/27/16,14:19:52,290,3600,47.5,35,42.5,47.5,20,24,1.5,3.1,15.8,39.6,92,5,0,"35.0,  42.5,  47.5,  20.0,  24.0","1.5, 3.1,15.8,39.6,92.0",22,11/27/2016,40.26441742,14.42191952,40.27058315,14.4121215
ft20-245-16,162338,2,11/28/16,14:24:48,178,2700,47.5,47.5,30,30,14,19,9.5,19,66.6,74.6,93.6,5,0,"47.5,  30.0,  30.0,  14.0,  19.0","9.5,19.0,66.6,74.6,93.6",6,11/28/2016,40.4075023,14.23608439,40.41185606,14.23078496
ft20-245-16,162338,2,11/29/16,22:52:52,28,9000,30,20,19,30,20,14,0,3.1,4.7,11.1,93.6,5,0,"20.0,  19.0,  30.0,  20.0,  14.0","0.0, 3.1, 4.7,11.1,93.6",17,11/29/2016,40.3976652,13.96173416,40.39187321,13.94432041
ft20-245-16,162338,1,11/30/16,8:08:06,306,50,5,5,4,4,4,4,14.2,38,60.3,76.1,84.1,5,0,"5.0,   4.0,   4.0,   4.0,   4.0","14.2,38.0,60.3,76.1,84.1",18,11/30/2016,40.37046604,13.8799592,40.37043386,13.87986245
ft20-245-16,162338,3,11/30/16,14:07:18,306,30,6,5,6,5,5,4,11.1,23.8,36.5,49.2,74.6,5,0,"5.0,   6.0,   5.0,   5.0,   4.0","11.1,23.8,36.5,49.2,74.6",23,11/30/2016,40.3565833,13.83822037,40.35656399,13.83816233
ft20-245-16,162338,3,12/1/16,12:12:52,306,120,7,4,7,7,6,7,15.8,36.5,52.3,69.8,79.3,5,0,"4.0,   7.0,   7.0,   6.0,   7.0","15.8,36.5,52.3,69.8,79.3",6,12/01/2016,40.30545681,13.68450727,40.30537958,13.68427509
ft20-245-16,162338,3,12/1/16,18:54:12,282,6900,15,15,15,13,9,8,0,0,0,93.6,98.4,5,0,"15.0,  15.0,  13.0,   9.0,   8.0","0.0, 0.0, 0.0,93.6,98.4",17,12/01/2016,40.29432333,13.65103418,40.28988281,13.63768364
ft20-245-16,162338,1,12/2/16,20:38:52,282,9000,16,16,14,14,11,8,0,0,34.9,84.1,98.4,5,0,"16.0,  14.0,  14.0,  11.0,   8.0","0.0, 0.0,34.9,84.1,98.4",0,12/02/2016,40.23603023,13.47577447,40.23023824,13.45836072
ft20-245-16,162338,1,12/2/16,23:09:52,44,8400,14,14,13,12,8,8,0,0,39.6,96.8,98.4,5,0,"14.0,  13.0,  12.0,   8.0,   8.0","0.0, 0.0,39.6,96.8,98.4",1,12/02/2016,40.2298135,13.45708371,40.22440765,13.44083087
ft20-245-16,162338,3,12/3/16,20:52:52,298,2400,4,4,4,4,4,4,0,4.7,11.1,46,47.6,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","0.0, 4.7,11.1,46.0,47.6",9,12/03/2016,40.14425781,13.37381544,40.14130468,13.37274513
ft20-245-16,162338,4,12/5/16,4:56:28,282,7200,14,14,14,12,8,7,0,0,4.7,96.8,98.4,5,0,"14.0,  14.0,  12.0,   8.0,   7.0","0.0, 0.0, 4.7,96.8,98.4",28,12/05/2016,40.00814795,13.32448466,39.99928855,13.32127372
ft20-245-16,162338,3,12/6/16,15:19:46,250,30,6,6,6,5,6,6,23.8,36.5,49.2,61.9,74.6,5,0,"6.0,   6.0,   5.0,   6.0,   6.0","23.8,36.5,49.2,61.9,74.6",14,12/06/2016,39.94055407,13.31012915,39.94055061,13.3101207
ft20-245-16,162338,3,12/6/16,15:24:26,306,30,5,4,5,5,4,4,11.1,36.5,49.2,61.9,74.6,5,0,"4.0,   5.0,   5.0,   4.0,   4.0","11.1,36.5,49.2,61.9,74.6",14,12/06/2016,39.94052176,13.31005031,39.94051829,13.31004186
ft20-245-16,162338,1,12/7/16,21:51:24,306,80,8,7,8,8,5,5,26.9,44.4,49.2,58.7,66.6,5,0,"7.0,   8.0,   8.0,   5.0,   5.0","26.9,44.4,49.2,58.7,66.6",3,12/07/2016,39.92448586,13.28871811,39.92446109,13.28873924
ft20-245-16,162338,4,12/7/16,23:22:16,298,3300,6,6,5,5,4,4,0,1.5,4.7,73,85.7,5,0,"6.0,   5.0,   5.0,   4.0,   4.0","0.0, 1.5, 4.7,73.0,85.7",4,12/07/2016,39.92379463,13.28930755,39.92277265,13.29017904
ft20-245-16,162338,2,12/8/16,1:17:36,306,4800,6,6,6,6,5,5,0,3.1,31.7,47.6,69.8,5,0,"6.0,   6.0,   6.0,   5.0,   5.0","0.0, 3.1,31.7,47.6,69.8",5,12/07/2016,39.9221161,13.2907389,39.92062958,13.29200652
ft20-245-16,162338,4,12/8/16,3:23:44,4,180,4,4,4,4,4,4,25.3,55.5,58.7,68.2,77.7,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","25.3,55.5,58.7,68.2,77.7",7,12/08/2016,39.91834158,13.29395759,39.91828583,13.29400512
ft20-245-16,162338,4,12/8/16,3:24:28,124,40,4,4,4,4,4,4,41.2,49.2,65,74.6,82.5,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","41.2,49.2,65.0,74.6,82.5",7,12/08/2016,39.91828459,13.29400618,39.91827221,13.29401674
ft20-245-16,162338,3,12/8/16,3:27:12,52,30,4,4,4,4,4,4,87.3,87.3,87.3,87.3,87.3,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","87.3,87.3,87.3,87.3,87.3",8,12/08/2016,39.91823071,13.29405213,39.91822142,13.29406005
ft20-245-16,162338,3,12/8/16,3:30:24,290,140,4,4,4,4,4,4,60.3,65,73,79.3,85.7,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","60.3,65.0,73.0,79.3,85.7",8,12/08/2016,39.91820531,13.29407378,39.91816195,13.29411076
ft20-245-16,162338,3,12/10/16,16:06:08,298,1320,45,45,35,45,40,12,11.1,17.4,76.1,82.5,93.6,5,0,"45.0,  35.0,  45.0,  40.0,  12.0","11.1,17.4,76.1,82.5,93.6",8,12/10/2016,39.80920586,13.40253933,39.80842671,13.40334121
ft20-245-16,162338,4,12/11/16,1:49:56,306,80,4,4,4,4,4,4,11.1,15.8,31.7,65,69.8,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","11.1,15.8,31.7,65.0,69.8",13,12/11/2016,39.7877981,13.42457148,39.78775088,13.42462008
ft20-245-16,162338,3,12/14/16,15:15:28,8,5400,37.5,37.5,24,28,14,26,1.5,4.7,88.8,95.2,96.8,5,0,"37.5,  24.0,  28.0,  14.0,  26.0","1.5, 4.7,88.8,95.2,96.8",16,12/14/2016,39.76645241,13.40016898,39.76767772,13.39878244
ft20-245-16,162338,4,12/15/16,6:42:54,266,30,4,4,4,4,4,4,11.1,23.8,49.2,61.9,74.6,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","11.1,23.8,49.2,61.9,74.6",23,12/15/2016,39.78029751,13.38450206,39.78030431,13.38449436
ft20-245-16,162338,4,12/15/16,6:47:50,36,30,5,4,5,5,5,5,11.1,23.8,36.5,61.9,74.6,5,0,"4.0,   5.0,   5.0,   5.0,   5.0","11.1,23.8,36.5,61.9,74.6",23,12/15/2016,39.78036467,13.38442606,39.78037148,13.38441835
ft20-245-16,162338,3,12/15/16,6:49:48,298,80,7,7,7,5,7,7,17.4,31.7,53.9,80.9,85.7,5,0,"7.0,   7.0,   5.0,   7.0,   7.0","17.4,31.7,53.9,80.9,85.7",24,12/15/2016,39.7803801,13.3844086,39.78039825,13.38438805
ft20-245-16,162338,1,12/16/16,8:29:00,298,100,8,8,6,8,4,5,14.2,33.3,46,68.2,84.1,5,0,"8.0,   6.0,   8.0,   4.0,   5.0","14.2,33.3,46.0,68.2,84.1",12,12/16/2016,39.80239516,13.39490583,39.80239898,13.39494101
ft20-245-16,162338,1,12/16/16,11:08:00,298,720,13,8,5,13,7,9,14.2,34.9,44.4,53.9,88.8,5,0,"8.0,   5.0,  13.0,   7.0,   9.0","14.2,34.9,44.4,53.9,88.8",17,12/16/2016,39.80273638,13.39804327,39.80276392,13.39829652
ft20-245-16,162338,1,12/16/16,19:47:56,60,5700,16,14,16,14,10,9,0,0,1.5,95.2,96.8,5,0,"14.0,  16.0,  14.0,  10.0,   9.0","0.0, 0.0, 1.5,95.2,96.8",1,12/16/2016,39.80373922,13.40726424,39.80395727,13.40926911
ft20-245-16,162338,1,12/20/16,14:50:56,282,4500,40,40,19,35,13,26,3.1,15.8,22.2,66.6,71.4,5,0,"40.0,  19.0,  35.0,  13.0,  26.0","3.1,15.8,22.2,66.6,71.4",25,12/20/2016,39.65825892,13.60556204,39.65491805,13.6089803
ft20-245-16,162338,3,12/20/16,16:48:28,24,6300,57.5,57.5,26,22,13,17,3.1,12.6,47.6,49.2,95.2,5,0,"57.5,  26.0,  22.0,  13.0,  17.0","3.1,12.6,47.6,49.2,95.2",26,12/20/2016,39.65435976,13.60955153,39.64968255,13.61433708
ft20-245-16,162338,2,12/21/16,9:27:06,298,30,5,5,5,5,5,5,23.8,36.5,49.2,61.9,74.6,5,0,"5.0,   5.0,   5.0,   5.0,   5.0","23.8,36.5,49.2,61.9,74.6",15,12/21/2016,39.60522085,13.65982875,39.60519857,13.65985154
ft20-245-16,162338,1,12/21/16,12:37:26,234,4800,37.5,37.5,15,37.5,15,37.5,3.1,11.1,33.3,46,55.5,5,0,"37.5,  15.0,  37.5,  15.0,  37.5","3.1,11.1,33.3,46.0,55.5",25,12/21/2016,39.60028379,13.66488017,39.5967202,13.66852631
ft20-245-16,162338,1,12/21/16,12:43:00,306,100,8,8,8,7,5,4,14.2,25.3,53.9,73,80.9,5,0,"8.0,   8.0,   7.0,   5.0,   4.0","14.2,25.3,53.9,73.0,80.9",25,12/21/2016,39.59654648,13.66870406,39.59647224,13.66878002
ft20-245-16,162338,2,12/27/16,6:30:46,306,30,6,6,6,6,5,4,23.8,36.5,49.2,61.9,74.6,5,0,"6.0,   6.0,   6.0,   5.0,   4.0","23.8,36.5,49.2,61.9,74.6",17,12/27/2016,39.40911532,12.92179847,39.40910726,12.92173294
ft20-245-16,162338,1,12/28/16,5:00:32,40,6600,14,11,14,10,7,6,0,0,4.7,93.6,96.8,5,0,"11.0,  14.0,  10.0,   7.0,   6.0","0.0, 0.0, 4.7,93.6,96.8",0,12/28/2016,39.38171537,12.79183081,39.37858683,12.78337121
ft20-245-16,162338,1,12/28/16,18:48:56,28,7800,26,20,26,22,15,12,0,0,6.3,96.8,98.4,5,0,"20.0,  26.0,  22.0,  15.0,  12.0","0.0, 0.0, 6.3,96.8,98.4",17,12/28/2016,39.35872341,12.72966042,39.35502603,12.71966271
ft20-245-16,162338,3,12/29/16,13:04:28,24,5700,42.5,40,26,42.5,24,32.5,1.5,26.9,33.3,38,95.2,5,0,"40.0,  26.0,  42.5,  24.0,  32.5","1.5,26.9,33.3,38.0,95.2",30,12/29/2016,39.32656954,12.64271621,39.32386761,12.63541019
ft20-245-16,162338,1,12/30/16,5:39:44,274,6300,10,10,8,9,7,9,0,1.5,15.8,19,33.3,5,0,"10.0,   8.0,   9.0,   7.0,   9.0","0.0, 1.5,15.8,19.0,33.3",12,12/30/2016,39.29854725,12.56694381,39.29556091,12.55886873
ft20-245-16,162338,1,12/31/16,8:00:52,290,1680,16,13,5,16,5,16,6.3,52.3,55.5,58.7,68.2,5,0,"13.0,   5.0,  16.0,   5.0,  16.0","6.3,52.3,55.5,58.7,68.2",12,12/31/2016,39.25138774,12.43942426,39.25059138,12.43727091
ft20-245-16,162338,2,12/31/16,11:47:40,48,60,6,5,6,5,4,4,25.3,39.6,46,52.3,73,5,0,"5.0,   6.0,   5.0,   4.0,   4.0","25.3,39.6,46.0,52.3,73.0",20,12/31/2016,39.24416933,12.41990565,39.24414089,12.41982875
ft20-245-16,162338,2,12/31/16,11:49:08,290,40,8,7,8,8,6,5,17.4,26.9,34.9,53.9,80.9,5,0,"7.0,   8.0,   8.0,   6.0,   5.0","17.4,26.9,34.9,53.9,80.9",20,12/31/2016,39.24411814,12.41976722,39.24409918,12.41971595
ft20-245-16,162338,1,1/1/17,15:34:10,298,30,6,5,6,6,6,5,11.1,23.8,49.2,61.9,74.6,5,0,"5.0,   6.0,   6.0,   6.0,   5.0","11.1,23.8,49.2,61.9,74.6",17,01/01/2017,39.19675764,12.29170421,39.19674342,12.29166576
ft20-245-16,162338,1,1/6/17,3:48:32,282,7800,18,17,18,14,14,11,0,1.5,11.1,66.6,93.6,5,0,"17.0,  18.0,  14.0,  14.0,  11.0","0.0, 1.5,11.1,66.6,93.6",26,01/06/2017,39.0157324,11.80221108,39.01203503,11.79221337
ft20-245-16,162338,1,1/6/17,10:42:52,282,7200,28,28,14,24,10,18,1.5,26.9,41.2,68.2,96.8,5,0,"28.0,  14.0,  24.0,  10.0,  18.0","1.5,26.9,41.2,68.2,96.8",30,01/06/2017,39.0036638,11.76957752,39.00025084,11.76034886
ft20-245-16,162338,2,1/9/17,6:31:24,60,80,5,5,5,5,5,5,3.1,17.4,58.7,80.9,90.4,5,0,"5.0,   5.0,   5.0,   5.0,   5.0","3.1,17.4,58.7,80.9,90.4",18,01/09/2017,38.93647075,11.47553536,38.93644036,11.47544879
ft20-245-16,162338,2,1/9/17,6:58:24,242,1560,16,11,6,13,6,16,1.5,34.9,39.6,79.3,93.6,5,0,"11.0,   6.0,  13.0,   6.0,  16.0","1.5,34.9,39.6,79.3,93.6",18,01/09/2017,38.93641758,11.47538386,38.93582514,11.47369579
ft20-245-16,162338,2,1/11/17,9:31:52,290,2700,35,35,19,32.5,22,30,3.1,60.3,74.6,90.4,93.6,5,0,"35.0,  19.0,  32.5,  22.0,  30.0","3.1,60.3,74.6,90.4,93.6",4,01/11/2017,38.85489982,11.12896516,38.86028809,11.1219908
ft20-245-16,162338,1,1/11/17,13:00:04,290,120,6,5,5,6,6,6,11.1,25.3,38,49.2,73,5,0,"5.0,   5.0,   6.0,   6.0,   6.0","11.1,25.3,38.0,49.2,73.0",7,01/11/2017,38.88497831,11.09003275,38.88521779,11.08972278
ft20-245-16,162338,2,1/12/17,17:02:08,306,360,17,12,17,15,10,9,7.9,20.6,41.2,57.1,80.9,5,0,"12.0,  17.0,  15.0,  10.0,   9.0","7.9,20.6,41.2,57.1,80.9",3,01/12/2017,38.96761599,10.93454151,38.96754386,10.93431055
ft20-245-16,162338,1,1/13/17,1:13:00,282,3900,16,14,16,12,9,7,0,1.5,17.4,87.3,96.8,5,0,"14.0,  16.0,  12.0,   9.0,   7.0","0.0, 1.5,17.4,87.3,96.8",9,01/13/2017,38.96242425,10.91791761,38.96164284,10.91541556
ft20-245-16,162338,3,1/15/17,18:56:08,282,3900,13,13,11,13,8,7,0,1.5,7.9,92,96.8,5,0,"13.0,  11.0,  13.0,   8.0,   7.0","0.0, 1.5, 7.9,92.0,96.8",6,01/15/2017,38.91502134,10.76613407,38.91423994,10.76363202
ft20-245-16,162338,4,1/17/17,4:11:40,282,4800,13,11,10,13,10,7,0,17.4,22.2,23.8,92,5,0,"11.0,  10.0,  13.0,  10.0,   7.0","0.0,17.4,22.2,23.8,92.0",1,01/17/2017,38.89121209,10.68989715,38.89025036,10.6868177
ft20-245-16,162338,5,1/19/17,0:00:36,290,4800,11,11,10,10,6,5,0,1.5,34.9,96.8,98.4,5,0,"11.0,  10.0,  10.0,   6.0,   5.0","0.0, 1.5,34.9,96.8,98.4",2,01/18/2017,38.85960802,10.58870128,38.85864629,10.58562183
ft20-245-16,162338,3,1/21/17,19:22:48,84,5100,19,19,16,18,11,10,0,1.5,9.5,95.2,96.8,5,0,"19.0,  16.0,  18.0,  11.0,  10.0","0.0, 1.5, 9.5,95.2,96.8",0,01/21/2017,38.81107428,10.43329682,38.81005244,10.43002491
ft20-245-16,162338,1,1/25/17,14:38:16,20,3300,40,35,24,40,24,26,6.3,22.2,30.1,33.3,87.3,5,0,"35.0,  24.0,  40.0,  24.0,  26.0","6.3,22.2,30.1,33.3,87.3",2,01/25/2017,38.74488957,10.22137419,38.74422838,10.21925707
ft20-245-16,162338,1,1/26/17,5:40:52,290,5100,10,9,7,8,7,5,0,1.5,7.9,50.7,95.2,5,0,"9.0,   7.0,   8.0,   7.0,   5.0","0.0, 1.5, 7.9,50.7,95.2",15,01/26/2017,38.7343995,10.18778509,38.73337766,10.18451317
ft20-245-16,162338,1,1/26/17,11:14:48,282,2400,28,28,26,8,26,12,26.9,42.8,49.2,74.6,77.7,5,0,"28.0,  26.0,   8.0,  26.0,  12.0","26.9,42.8,49.2,74.6,77.7",20,01/26/2017,38.72963741,10.17314158,38.72783729,10.17123693
ft20-245-16,162338,1,1/28/17,2:55:36,282,2100,16,16,12,14,13,9,1.5,7.9,17.4,95.2,98.4,5,0,"16.0,  12.0,  14.0,  13.0,   9.0","1.5, 7.9,17.4,95.2,98.4",8,01/28/2017,38.62696531,10.01941757,38.62568858,10.01520194
ft20-245-16,162338,2,1/30/17,2:06:48,36,6600,14,14,10,10,10,6,0,1.5,1.5,46,96.8,5,0,"14.0,  10.0,  10.0,  10.0,   6.0","0.0, 1.5, 1.5,46.0,96.8",2,01/30/2017,38.52642481,9.687442375,38.52241224,9.674193237
ft20-245-16,162338,1,1/30/17,5:53:28,56,5700,11,11,8,8,7,5,0,0,1.5,50.7,96.8,5,0,"11.0,   8.0,   8.0,   7.0,   5.0","0.0, 0.0, 1.5,50.7,96.8",4,01/30/2017,38.51760931,9.658334422,38.51414391,9.646891985
ft20-245-16,162338,1,1/31/17,12:03:36,306,480,10,8,6,10,8,5,15.8,33.3,38,41.2,60.3,5,0,"8.0,   6.0,  10.0,   8.0,   5.0","15.8,33.3,38.0,41.2,60.3",0,01/31/2017,38.4484058,9.42983097,38.44811398,9.428867396
ft20-245-16,162338,1,1/31/17,12:22:56,306,80,7,4,6,7,6,5,25.3,42.8,50.7,60.3,73,5,0,"4.0,   6.0,   7.0,   6.0,   5.0","25.3,42.8,50.7,60.3,73.0",1,01/31/2017,38.44745737,9.426699355,38.44740874,9.42653876
ft20-245-16,162338,7,1/31/17,15:15:12,96,3000,32.5,22,32.5,28,12,22,1.5,23.8,49.2,53.9,73,5,0,"22.0,  32.5,  28.0,  12.0,  22.0","1.5,23.8,49.2,53.9,73.0",3,01/31/2017,38.4429487,9.411812143,38.4411248,9.405789808
ft20-245-16,162338,5,1/31/17,16:30:16,298,3900,28,28,11,20,9,17,7.9,26.9,30.1,46,77.7,5,0,"28.0,  11.0,  20.0,   9.0,  17.0","7.9,26.9,30.1,46.0,77.7",4,01/31/2017,38.44075759,9.404577311,38.43838653,9.396748276
ft20-245-16,162338,5,2/1/17,5:23:24,306,3300,7,7,6,7,5,5,0,0,1.5,6.3,69.8,5,0,"7.0,   6.0,   7.0,   5.0,   5.0","0.0, 0.0, 1.5, 6.3,69.8",13,02/01/2017,38.4121905,9.310251485,38.41018422,9.303626916
ft20-245-16,162338,2,2/1/17,11:42:50,306,30,6,6,6,5,4,4,9.5,20.6,31.7,42.8,76.1,5,0,"6.0,   6.0,   5.0,   4.0,   4.0","9.5,20.6,31.7,42.8,76.1",0,02/01/2017,38.39636151,9.257985646,38.39634327,9.257925423
